datetime,demand,plant,net_generation,coal,hydro,natural_gas,nuclear,other,solar,wind,total_interchange
20210906T02Z,61109.0,ERCO,43990.0,8902.0,47.0,22564.0,4975.0,91.0,0.0,7410.0,-667.0
20210906T01Z,63063.0,ERCO,45493.0,8831.0,12.0,23926.0,4975.0,87.0,0.0,7661.0,-715.0
20210906T00Z,65656.0,ERCO,47540.0,8769.0,12.0,25704.0,4974.0,83.0,0.0,7996.0,-714.0
20210905T23Z,67060.0,ERCO,50282.0,9163.0,12.0,27361.0,4973.0,99.0,0.0,8672.0,-666.0
20210905T22Z,67145.0,ERCO,53354.0,9767.0,15.0,29565.0,4972.0,86.0,0.0,8947.0,-665.0
20210905T21Z,66355.0,ERCO,56655.0,9797.0,58.0,32707.0,4972.0,100.0,0.0,9020.0,-668.0
20210905T20Z,64791.0,ERCO,59921.0,9586.0,63.0,36502.0,4971.0,94.0,0.0,8702.0,-764.0
20210905T19Z,62801.0,ERCO,62984.0,9716.0,63.0,40306.0,4970.0,143.0,0.0,7785.0,-766.0
20210905T18Z,59902.0,ERCO,65138.0,9899.0,64.0,41065.0,4968.0,182.0,666.0,8293.0,-770.0
20210905T17Z,56479.0,ERCO,68173.0,10021.0,83.0,41592.0,4967.0,146.0,3486.0,7876.0,-768.0
20210905T16Z,52618.0,ERCO,70232.0,9877.0,85.0,42658.0,4966.0,150.0,5392.0,7104.0,-705.0
20210905T15Z,48532.0,ERCO,70665.0,9850.0,84.0,43818.0,4968.0,150.0,5657.0,6138.0,-648.0
20210905T14Z,44636.0,ERCO,69815.0,9822.0,85.0,43181.0,4970.0,165.0,6038.0,5557.0,-644.0
20210905T13Z,42422.0,ERCO,68203.0,9857.0,83.0,41967.0,4971.0,160.0,6262.0,4905.0,-606.0
20210905T12Z,42703.0,ERCO,65558.0,9847.0,63.0,39639.0,4974.0,179.0,6470.0,4386.0,-645.0
20210905T11Z,42939.0,ERCO,62371.0,10114.0,66.0,35367.0,4978.0,131.0,6708.0,5010.0,-690.0
20210905T10Z,43573.0,ERCO,59093.0,10560.0,119.0,29593.0,4979.0,103.0,6893.0,6848.0,-109.0
20210905T09Z,44656.0,ERCO,54852.0,10565.0,171.0,23161.0,4980.0,108.0,6884.0,8985.0,-74.0
20210905T08Z,46207.0,ERCO,50264.0,10348.0,65.0,19115.0,4981.0,99.0,6041.0,9618.0,-38.0
20210905T07Z,48254.0,ERCO,45214.0,9397.0,54.0,17764.0,4981.0,94.0,2926.0,10001.0,-658.0
20210905T06Z,50948.0,ERCO,42605.0,8881.0,55.0,16149.0,4980.0,116.0,164.0,12261.0,-665.0
20210905T05Z,54019.0,ERCO,42481.0,8594.0,19.0,15629.0,4980.0,93.0,0.0,13166.0,-665.0
20210905T04Z,57324.0,ERCO,42335.0,7864.0,53.0,15515.0,4980.0,101.0,0.0,13821.0,-665.0
20210905T03Z,60684.0,ERCO,42670.0,7281.0,54.0,15487.0,4980.0,107.0,0.0,14760.0,-665.0
20210905T02Z,63750.0,ERCO,43536.0,7065.0,46.0,15358.0,4979.0,100.0,0.0,15987.0,-665.0
20210905T01Z,65908.0,ERCO,44988.0,7617.0,12.0,15293.0,4979.0,119.0,0.0,16966.0,-665.0
20210905T00Z,68942.0,ERCO,46783.0,8414.0,12.0,15322.0,4978.0,103.0,0.0,17953.0,-665.0
20210904T23Z,70936.0,ERCO,49224.0,9775.0,14.0,16667.0,4977.0,100.0,0.0,17689.0,-658.0
20210904T22Z,71313.0,ERCO,52425.0,10558.0,17.0,20133.0,4976.0,95.0,0.0,16644.0,-556.0
20210904T21Z,70459.0,ERCO,55800.0,10497.0,61.0,24561.0,4976.0,112.0,0.0,15589.0,-391.0
20210904T20Z,68809.0,ERCO,59048.0,10514.0,61.0,29232.0,4974.0,108.0,0.0,14158.0,-358.0
20210904T19Z,66203.0,ERCO,61960.0,10604.0,60.0,33899.0,4975.0,124.0,0.0,12296.0,-281.0
20210904T18Z,63061.0,ERCO,63934.0,10610.0,61.0,35539.0,4973.0,151.0,808.0,11790.0,-369.0
20210904T17Z,59201.0,ERCO,66639.0,10616.0,79.0,34924.0,4973.0,163.0,3892.0,11991.0,-398.0
20210904T16Z,54926.0,ERCO,68504.0,10602.0,78.0,36720.0,4974.0,145.0,5339.0,10645.0,-407.0
20210904T15Z,50302.0,ERCO,69029.0,10620.0,78.0,37833.0,4975.0,160.0,5601.0,9763.0,-712.0
20210904T14Z,45872.0,ERCO,69011.0,10608.0,78.0,38747.0,4977.0,146.0,5887.0,8569.0,-740.0
20210904T13Z,43271.0,ERCO,68973.0,10417.0,82.0,40201.0,4978.0,151.0,5920.0,7225.0,-740.0
20210904T12Z,43146.0,ERCO,67605.0,10332.0,58.0,39453.0,4979.0,171.0,6151.0,6463.0,-779.0
20210904T11Z,43000.0,ERCO,65182.0,10195.0,63.0,35849.0,4979.0,139.0,6615.0,7344.0,-400.0
20210904T10Z,43335.0,ERCO,62186.0,10079.0,97.0,31050.0,4980.0,114.0,6894.0,8974.0,-124.0
20210904T09Z,44201.0,ERCO,58442.0,10009.0,141.0,26232.0,4980.0,90.0,6581.0,10411.0,-102.0
20210904T08Z,45653.0,ERCO,54361.0,10022.0,140.0,23227.0,4980.0,109.0,5659.0,10227.0,-230.0
20210904T07Z,47449.0,ERCO,50206.0,9560.0,19.0,23802.0,4980.0,126.0,2546.0,9175.0,-469.0
20210904T06Z,49882.0,ERCO,48452.0,9122.0,51.0,23039.0,4979.0,94.0,152.0,11014.0,-378.0
20210904T05Z,52981.0,ERCO,47807.0,9023.0,51.0,21655.0,4977.0,101.0,0.0,12001.0,-508.0
20210904T04Z,56191.0,ERCO,45700.0,9009.0,52.0,18318.0,4977.0,91.0,0.0,13254.0,-712.0
20210904T03Z,59406.0,ERCO,44819.0,8975.0,44.0,16821.0,4977.0,98.0,0.0,13905.0,-716.0
20210904T02Z,62241.0,ERCO,45118.0,9027.0,9.0,16918.0,4976.0,93.0,0.0,14093.0,-715.0
20210904T01Z,64303.0,ERCO,46263.0,9549.0,9.0,17330.0,4976.0,100.0,0.0,14299.0,-706.0
20210904T00Z,67037.0,ERCO,48079.0,9866.0,9.0,18128.0,4975.0,101.0,0.0,15000.0,-705.0
20210903T23Z,68910.0,ERCO,50560.0,10238.0,9.0,19554.0,4974.0,100.0,0.0,15682.0,-702.0
20210903T22Z,69741.0,ERCO,53857.0,10547.0,13.0,22370.0,4973.0,102.0,0.0,15851.0,-687.0
20210903T21Z,69751.0,ERCO,57654.0,10588.0,57.0,26770.0,4972.0,109.0,0.0,15154.0,-756.0
20210903T20Z,69713.0,ERCO,61540.0,10601.0,57.0,32065.0,4971.0,102.0,1.0,13741.0,-698.0
20210903T19Z,68384.0,ERCO,64737.0,10614.0,57.0,36304.0,4970.0,118.0,3.0,12669.0,-558.0
20210903T18Z,65582.0,ERCO,66562.0,10640.0,57.0,37179.0,4969.0,139.0,645.0,12932.0,-358.0
20210903T17Z,62309.0,ERCO,68708.0,10641.0,77.0,37054.0,4968.0,137.0,2585.0,13244.0,-502.0
20210903T16Z,58545.0,ERCO,69997.0,10600.0,77.0,37848.0,4967.0,144.0,4333.0,12029.0,-590.0
20210903T15Z,54591.0,ERCO,70453.0,10437.0,78.0,38651.0,4966.0,157.0,5413.0,10750.0,-552.0
20210903T14Z,50675.0,ERCO,70236.0,10364.0,83.0,39367.0,4966.0,152.0,5603.0,9700.0,-617.0
20210903T13Z,48830.0,ERCO,70324.0,10493.0,86.0,40571.0,4969.0,148.0,5854.0,8205.0,-735.0
20210903T12Z,48316.0,ERCO,69370.0,10676.0,65.0,40298.0,4971.0,167.0,6133.0,7061.0,-408.0
20210903T11Z,46412.0,ERCO,66380.0,11152.0,101.0,36983.0,4970.0,133.0,6282.0,6761.0,-460.0
20210903T10Z,45535.0,ERCO,62963.0,11291.0,121.0,33268.0,4965.0,132.0,6432.0,6757.0,-202.0
20210903T09Z,45833.0,ERCO,58761.0,11259.0,174.0,29524.0,4970.0,132.0,5980.0,6723.0,-199.0
20210903T08Z,46969.0,ERCO,54408.0,11298.0,64.0,27578.0,4972.0,134.0,4372.0,5993.0,-207.0
20210903T07Z,48784.0,ERCO,50652.0,10729.0,52.0,26712.0,4969.0,125.0,2135.0,5932.0,-482.0
20210903T06Z,51262.0,ERCO,48618.0,10374.0,53.0,24658.0,4971.0,91.0,168.0,8304.0,-598.0
20210903T05Z,54544.0,ERCO,48013.0,10364.0,18.0,22295.0,4971.0,99.0,0.0,10267.0,-666.0
20210903T04Z,58410.0,ERCO,46081.0,10306.0,52.0,18647.0,4970.0,91.0,0.0,12014.0,-715.0
20210903T03Z,62238.0,ERCO,45275.0,9934.0,53.0,17186.0,4970.0,94.0,0.0,13038.0,-715.0
20210903T02Z,65295.0,ERCO,45535.0,9553.0,45.0,16768.0,4969.0,119.0,0.0,14080.0,-715.0
20210903T01Z,66919.0,ERCO,46693.0,9756.0,10.0,17063.0,4967.0,93.0,0.0,14803.0,-715.0
20210903T00Z,69210.0,ERCO,48691.0,9839.0,10.0,17661.0,4967.0,103.0,0.0,16110.0,-706.0
20210902T23Z,70587.0,ERCO,51293.0,10316.0,4.0,18806.0,4966.0,112.0,0.0,17086.0,-701.0
20210902T22Z,71005.0,ERCO,55083.0,11185.0,7.0,21926.0,4966.0,107.0,0.0,16889.0,-567.0
20210902T21Z,70854.0,ERCO,59339.0,11257.0,52.0,26893.0,4965.0,120.0,0.0,16048.0,-567.0
20210902T20Z,71059.0,ERCO,63343.0,11237.0,52.0,32622.0,4964.0,151.0,0.0,14315.0,-619.0
20210902T19Z,69778.0,ERCO,66456.0,11185.0,52.0,37024.0,4963.0,112.0,1.0,13117.0,-608.0
20210902T18Z,66840.0,ERCO,68352.0,11167.0,52.0,37883.0,4963.0,136.0,558.0,13591.0,-477.0
20210902T17Z,63165.0,ERCO,70718.0,11173.0,72.0,37335.0,4962.0,150.0,3085.0,13942.0,-296.0
20210902T16Z,58959.0,ERCO,71877.0,11125.0,105.0,37686.0,4961.0,148.0,4683.0,13169.0,-81.0
20210902T15Z,54615.0,ERCO,72134.0,11141.0,71.0,38613.0,4961.0,164.0,5358.0,11826.0,-84.0
20210902T14Z,51135.0,ERCO,71686.0,11030.0,71.0,39304.0,4961.0,166.0,5654.0,10500.0,-230.0
20210902T13Z,49217.0,ERCO,71160.0,11108.0,71.0,39733.0,4963.0,160.0,5768.0,9357.0,-563.0
20210902T12Z,48679.0,ERCO,70365.0,11193.0,52.0,40066.0,4966.0,147.0,6010.0,7933.0,-488.0
20210902T11Z,46796.0,ERCO,67803.0,11239.0,119.0,38904.0,4973.0,117.0,6266.0,6187.0,-144.0
20210902T10Z,45990.0,ERCO,64169.0,11180.0,191.0,34954.0,4972.0,92.0,6578.0,6205.0,111.0
20210902T09Z,46250.0,ERCO,59801.0,11167.0,193.0,29286.0,4966.0,108.0,6595.0,7489.0,97.0
20210902T08Z,47408.0,ERCO,55020.0,11226.0,141.0,25614.0,4968.0,90.0,5493.0,7489.0,-95.0
20210902T07Z,49397.0,ERCO,51225.0,10785.0,68.0,24583.0,4969.0,101.0,2662.0,8060.0,-78.0
20210902T06Z,51993.0,ERCO,48950.0,10324.0,53.0,23440.0,4969.0,98.0,191.0,9876.0,-403.0
20210902T05Z,55650.0,ERCO,48202.0,10318.0,18.0,22072.0,4967.0,91.0,0.0,10737.0,-711.0
20210902T04Z,59906.0,ERCO,46262.0,10276.0,52.0,19228.0,4966.0,94.0,0.0,11647.0,-716.0
20210902T03Z,63962.0,ERCO,45463.0,10170.0,53.0,17391.0,4965.0,97.0,0.0,12787.0,-716.0
20210902T02Z,67064.0,ERCO,45789.0,10048.0,54.0,16942.0,4965.0,94.0,0.0,13687.0,-716.0
20210902T01Z,68829.0,ERCO,46818.0,10060.0,10.0,16941.0,4963.0,100.0,0.0,14744.0,-715.0
20210902T00Z,71014.0,ERCO,48768.0,10226.0,10.0,17725.0,4963.0,104.0,0.0,15739.0,-715.0
20210901T23Z,71958.0,ERCO,51314.0,10690.0,10.0,20329.0,4962.0,97.0,0.0,15226.0,-718.0
20210901T22Z,72218.0,ERCO,54636.0,11089.0,54.0,24071.0,4960.0,102.0,0.0,14352.0,-812.0
20210901T21Z,71916.0,ERCO,58775.0,11148.0,54.0,29269.0,4960.0,106.0,0.0,13234.0,-795.0
20210901T20Z,71723.0,ERCO,63114.0,11161.0,54.0,35227.0,4960.0,104.0,0.0,11606.0,-814.0
20210901T19Z,70853.0,ERCO,66433.0,11162.0,54.0,40128.0,4960.0,122.0,3.0,10003.0,-814.0
20210901T18Z,67947.0,ERCO,68424.0,11213.0,54.0,42199.0,4962.0,149.0,766.0,9080.0,-814.0
20210901T17Z,64057.0,ERCO,70943.0,11247.0,54.0,42925.0,4965.0,155.0,3295.0,8301.0,-814.0
20210901T16Z,59704.0,ERCO,72349.0,11242.0,55.0,44700.0,4969.0,139.0,4568.0,6675.0,-814.0
20210901T15Z,55115.0,ERCO,72662.0,10890.0,56.0,46535.0,4973.0,171.0,5080.0,4957.0,-814.0
20210901T14Z,51303.0,ERCO,72495.0,10712.0,56.0,46953.0,4976.0,161.0,5589.0,4049.0,-814.0
20210901T13Z,49353.0,ERCO,71798.0,10798.0,56.0,47222.0,4979.0,155.0,5862.0,2726.0,-810.0
20210901T12Z,48913.0,ERCO,69623.0,10929.0,56.0,45782.0,4982.0,146.0,6122.0,1607.0,-719.0
20210901T11Z,46977.0,ERCO,65963.0,11053.0,81.0,41726.0,4983.0,106.0,6428.0,1586.0,-794.0
20210901T10Z,46179.0,ERCO,61923.0,11069.0,206.0,36818.0,4985.0,88.0,6543.0,2216.0,-814.0
20210901T09Z,46505.0,ERCO,57389.0,11078.0,153.0,32057.0,4985.0,90.0,6486.0,2541.0,-828.0
20210901T08Z,47534.0,ERCO,52836.0,11160.0,159.0,28397.0,4985.0,84.0,5802.0,2251.0,-814.0
20210901T07Z,49483.0,ERCO,48842.0,10648.0,117.0,26430.0,4985.0,86.0,3092.0,3486.0,-814.0
20210901T06Z,52032.0,ERCO,46655.0,10417.0,97.0,25932.0,4985.0,87.0,229.0,4908.0,-814.0
20210901T05Z,55448.0,ERCO,46246.0,10364.0,60.0,25310.0,4984.0,85.0,0.0,5443.0,-814.0
20210901T04Z,59570.0,ERCO,44236.0,10317.0,50.0,22646.0,4984.0,87.0,0.0,6152.0,-814.0
20210901T03Z,63928.0,ERCO,43265.0,10209.0,49.0,20988.0,4984.0,86.0,0.0,6949.0,-814.0
20210901T02Z,67247.0,ERCO,43537.0,10222.0,41.0,21070.0,4983.0,90.0,0.0,7131.0,-814.0
20210901T01Z,69238.0,ERCO,44602.0,10319.0,7.0,22037.0,4983.0,87.0,0.0,7169.0,-814.0
20210901T00Z,71758.0,ERCO,46262.0,10192.0,25.0,22991.0,4984.0,91.0,0.0,7979.0,-814.0
20210831T23Z,73163.0,ERCO,48763.0,10410.0,12.0,25236.0,4983.0,89.0,0.0,8031.0,-814.0
20210831T22Z,73476.0,ERCO,52214.0,11120.0,53.0,27988.0,4983.0,88.0,0.0,7979.0,-814.0
20210831T21Z,73309.0,ERCO,56475.0,11134.0,53.0,32425.0,4983.0,87.0,0.0,7789.0,-811.0
20210831T20Z,72608.0,ERCO,60969.0,11111.0,54.0,37382.0,4983.0,117.0,0.0,7319.0,-689.0
20210831T19Z,70342.0,ERCO,64389.0,11157.0,54.0,41794.0,4983.0,127.0,6.0,6266.0,-813.0
20210831T18Z,66757.0,ERCO,66586.0,11218.0,54.0,43536.0,4984.0,133.0,863.0,5796.0,-815.0
20210831T17Z,62737.0,ERCO,69265.0,11246.0,56.0,44760.0,4984.0,138.0,3010.0,5069.0,-815.0
20210831T16Z,58217.0,ERCO,70663.0,11263.0,56.0,46163.0,4985.0,147.0,3746.0,4303.0,-815.0
20210831T15Z,53650.0,ERCO,70717.0,11095.0,56.0,46763.0,4985.0,166.0,4893.0,2759.0,-815.0
20210831T14Z,49656.0,ERCO,69838.0,11042.0,56.0,46596.0,4985.0,162.0,5276.0,1721.0,-815.0
20210831T13Z,47469.0,ERCO,68626.0,11152.0,56.0,46237.0,4986.0,131.0,5051.0,1014.0,-815.0
20210831T12Z,47060.0,ERCO,66624.0,11152.0,56.0,44763.0,4986.0,118.0,4857.0,694.0,-815.0
20210831T11Z,45050.0,ERCO,63661.0,10988.0,72.0,41799.0,4986.0,86.0,5291.0,442.0,-793.0
20210831T10Z,44080.0,ERCO,60648.0,11197.0,168.0,38838.0,4986.0,95.0,4989.0,378.0,-104.0
20210831T09Z,44351.0,ERCO,56335.0,11175.0,204.0,34506.0,4986.0,93.0,4920.0,454.0,-24.0
20210831T08Z,45416.0,ERCO,52287.0,10991.0,151.0,31263.0,4986.0,94.0,4276.0,529.0,56.0
20210831T07Z,47076.0,ERCO,48645.0,10185.0,155.0,30101.0,4987.0,84.0,2235.0,899.0,-113.0
20210831T06Z,49577.0,ERCO,46139.0,9954.0,94.0,29237.0,4987.0,86.0,221.0,1561.0,-738.0
20210831T05Z,53028.0,ERCO,45346.0,9889.0,94.0,28109.0,4986.0,93.0,0.0,2175.0,-814.0
20210831T04Z,57286.0,ERCO,43101.0,9875.0,14.0,25459.0,4986.0,86.0,0.0,2682.0,-814.0
20210831T03Z,61658.0,ERCO,41928.0,9839.0,47.0,23851.0,4985.0,86.0,0.0,3119.0,-814.0
20210831T02Z,65202.0,ERCO,41944.0,9774.0,47.0,23533.0,4985.0,91.0,0.0,3514.0,-814.0
20210831T01Z,67400.0,ERCO,42765.0,9689.0,39.0,23855.0,4984.0,99.0,0.0,4099.0,-814.0
20210831T00Z,70079.0,ERCO,44368.0,9647.0,24.0,24919.0,4983.0,97.0,0.0,4698.0,-814.0
20210830T23Z,71478.0,ERCO,46603.0,10054.0,14.0,26095.0,4981.0,95.0,0.0,5362.0,-811.0
20210830T22Z,71531.0,ERCO,49845.0,10518.0,57.0,28152.0,4980.0,91.0,0.0,6044.0,-716.0
20210830T21Z,70652.0,ERCO,53764.0,10454.0,57.0,31766.0,4980.0,93.0,0.0,6409.0,-715.0
20210830T20Z,69441.0,ERCO,57493.0,10430.0,57.0,35431.0,4979.0,87.0,0.0,6507.0,-715.0
20210830T19Z,67439.0,ERCO,60211.0,10510.0,57.0,37754.0,4978.0,82.0,10.0,6819.0,-715.0
20210830T18Z,64454.0,ERCO,61575.0,10514.0,57.0,38636.0,4977.0,85.0,974.0,6330.0,-704.0
20210830T17Z,60752.0,ERCO,63480.0,10512.0,57.0,38152.0,4978.0,90.0,3458.0,6233.0,-628.0
20210830T16Z,56360.0,ERCO,64244.0,10457.0,57.0,38159.0,4979.0,88.0,4117.0,6387.0,-746.0
20210830T15Z,52231.0,ERCO,64158.0,10433.0,57.0,38593.0,4981.0,108.0,4619.0,5367.0,-814.0
20210830T14Z,48759.0,ERCO,63648.0,10528.0,58.0,39713.0,4983.0,108.0,4966.0,3293.0,-815.0
20210830T13Z,46878.0,ERCO,62303.0,10549.0,58.0,39587.0,4983.0,95.0,5152.0,1880.0,-833.0
20210830T12Z,46161.0,ERCO,60095.0,10356.0,59.0,38488.0,4983.0,99.0,5152.0,959.0,-813.0
20210830T11Z,43915.0,ERCO,57967.0,10429.0,79.0,36309.0,4983.0,95.0,5507.0,568.0,-12.0
20210830T10Z,42742.0,ERCO,54416.0,10608.0,169.0,32250.0,4984.0,98.0,5810.0,498.0,0.0
20210830T09Z,42758.0,ERCO,50431.0,10543.0,187.0,28098.0,4984.0,101.0,5615.0,905.0,0.0
20210830T08Z,43579.0,ERCO,46501.0,10627.0,125.0,24611.0,4984.0,101.0,4868.0,1188.0,0.0
20210830T07Z,45182.0,ERCO,43078.0,10078.0,160.0,23228.0,4984.0,96.0,2644.0,1890.0,-19.0
20210830T06Z,47414.0,ERCO,40662.0,9667.0,96.0,22632.0,4984.0,97.0,183.0,3004.0,-704.0
20210830T05Z,50561.0,ERCO,40443.0,9584.0,95.0,22193.0,4983.0,99.0,0.0,3490.0,-715.0
20210830T04Z,54479.0,ERCO,40357.0,9583.0,15.0,21499.0,4982.0,95.0,0.0,4183.0,-715.0
20210830T03Z,58208.0,ERCO,40588.0,9542.0,48.0,20310.0,4982.0,97.0,0.0,5609.0,-715.0
20210830T02Z,60926.0,ERCO,41364.0,9352.0,48.0,19779.0,4981.0,97.0,0.0,7106.0,-715.0
20210830T01Z,62279.0,ERCO,42634.0,9150.0,40.0,19637.0,4981.0,108.0,0.0,8717.0,-715.0
20210830T00Z,64108.0,ERCO,44346.0,9042.0,24.0,19790.0,4980.0,106.0,0.0,10402.0,-715.0
20210829T23Z,64989.0,ERCO,46573.0,9153.0,15.0,20399.0,4979.0,113.0,0.0,11914.0,-715.0
20210829T22Z,64972.0,ERCO,49505.0,9577.0,58.0,21689.0,4979.0,104.0,0.0,13095.0,-715.0
20210829T21Z,64463.0,ERCO,52622.0,9693.0,58.0,24006.0,4978.0,97.0,3.0,13785.0,-715.0
20210829T20Z,63136.0,ERCO,55506.0,9732.0,58.0,27155.0,4977.0,98.0,0.0,13484.0,-715.0
20210829T19Z,60908.0,ERCO,57709.0,9843.0,58.0,30676.0,4975.0,92.0,9.0,12053.0,-696.0
20210829T18Z,57979.0,ERCO,59572.0,9813.0,58.0,31695.0,4975.0,89.0,1358.0,11582.0,-466.0
20210829T17Z,54416.0,ERCO,62265.0,9726.0,58.0,32571.0,4974.0,100.0,3875.0,10961.0,-320.0
20210829T16Z,50432.0,ERCO,63796.0,9771.0,58.0,34687.0,4973.0,100.0,4907.0,9300.0,-329.0
20210829T15Z,46501.0,ERCO,63732.0,9759.0,58.0,36302.0,4974.0,104.0,5171.0,7363.0,-704.0
20210829T14Z,43097.0,ERCO,63740.0,9718.0,58.0,37698.0,4976.0,100.0,5466.0,5724.0,-520.0
20210829T13Z,41365.0,ERCO,63248.0,9642.0,52.0,38227.0,4979.0,106.0,5697.0,4545.0,-651.0
20210829T12Z,41158.0,ERCO,61908.0,9641.0,53.0,37804.0,4983.0,97.0,5696.0,3636.0,-781.0
20210829T11Z,41072.0,ERCO,60278.0,9673.0,84.0,35935.0,4984.0,98.0,5945.0,3561.0,-220.0
20210829T10Z,41303.0,ERCO,57341.0,9742.0,206.0,32026.0,4985.0,96.0,6213.0,4075.0,-3.0
20210829T09Z,42079.0,ERCO,53297.0,9743.0,208.0,27647.0,4984.0,94.0,6121.0,4504.0,0.0
20210829T08Z,43349.0,ERCO,49020.0,9651.0,174.0,24672.0,4984.0,98.0,5373.0,4070.0,-1.0
20210829T07Z,45061.0,ERCO,44843.0,8857.0,207.0,23395.0,4985.0,101.0,2959.0,4342.0,-114.0
20210829T06Z,47288.0,ERCO,41686.0,8437.0,167.0,21476.0,4984.0,98.0,234.0,6291.0,-705.0
20210829T05Z,50220.0,ERCO,41297.0,9086.0,138.0,19888.0,4984.0,100.0,7.0,7095.0,-715.0
20210829T04Z,53336.0,ERCO,40866.0,9028.0,16.0,18506.0,4983.0,105.0,7.0,8219.0,-715.0
20210829T03Z,56221.0,ERCO,41009.0,8752.0,49.0,17790.0,4983.0,97.0,7.0,9330.0,-715.0
20210829T02Z,58404.0,ERCO,41756.0,8363.0,50.0,17527.0,4982.0,96.0,7.0,10730.0,-715.0
20210829T01Z,60037.0,ERCO,42955.0,8183.0,41.0,17253.0,4982.0,110.0,7.0,12377.0,-715.0
20210829T00Z,62585.0,ERCO,44992.0,8908.0,28.0,17233.0,4981.0,105.0,7.0,13728.0,-715.0
20210828T23Z,64125.0,ERCO,47496.0,9375.0,10.0,18523.0,4980.0,106.0,6.0,14495.0,-705.0
20210828T22Z,64436.0,ERCO,50898.0,10204.0,53.0,20865.0,4980.0,110.0,0.0,14683.0,-324.0
20210828T21Z,64260.0,ERCO,54225.0,10287.0,53.0,24353.0,4979.0,112.0,0.0,14439.0,-318.0
20210828T20Z,63899.0,ERCO,57457.0,10384.0,53.0,28657.0,4978.0,96.0,0.0,13286.0,-318.0
20210828T19Z,62689.0,ERCO,59767.0,10500.0,54.0,32896.0,4977.0,98.0,14.0,11228.0,-318.0
20210828T18Z,60499.0,ERCO,61561.0,10496.0,54.0,34227.0,4976.0,128.0,1393.0,10287.0,-318.0
20210828T17Z,57344.0,ERCO,64249.0,10510.0,54.0,35652.0,4975.0,144.0,4195.0,8719.0,-333.0
20210828T16Z,53297.0,ERCO,66043.0,10498.0,54.0,38874.0,4975.0,143.0,5223.0,6276.0,-809.0
20210828T15Z,49022.0,ERCO,66886.0,10514.0,54.0,40850.0,4976.0,141.0,5405.0,4946.0,-813.0
20210828T14Z,44959.0,ERCO,66560.0,10497.0,55.0,41641.0,4976.0,107.0,5323.0,3961.0,-766.0
20210828T13Z,42392.0,ERCO,65723.0,10563.0,55.0,41444.0,4977.0,116.0,5462.0,3108.0,-765.0
20210828T12Z,42012.0,ERCO,63931.0,10551.0,56.0,40177.0,4977.0,122.0,5737.0,2311.0,-651.0
20210828T11Z,41581.0,ERCO,61847.0,10258.0,83.0,38586.0,4976.0,111.0,6047.0,1787.0,87.0
20210828T10Z,41724.0,ERCO,58506.0,10120.0,211.0,34956.0,4976.0,112.0,6296.0,1836.0,2.0
20210828T09Z,42471.0,ERCO,55116.0,10241.0,180.0,30933.0,4976.0,115.0,6325.0,2348.0,0.0
20210828T08Z,43670.0,ERCO,51715.0,10656.0,213.0,28107.0,4976.0,117.0,5713.0,1934.0,-5.0
20210828T07Z,45707.0,ERCO,48781.0,10207.0,211.0,27412.0,4976.0,114.0,3177.0,2685.0,-135.0
20210828T06Z,48200.0,ERCO,46573.0,9791.0,136.0,27340.0,4977.0,117.0,244.0,3969.0,-783.0
20210828T05Z,51222.0,ERCO,45847.0,9741.0,141.0,26332.0,4974.0,121.0,0.0,4540.0,-814.0
20210828T04Z,54542.0,ERCO,43958.0,9739.0,54.0,23728.0,4974.0,120.0,0.0,5345.0,-814.0
20210828T03Z,57774.0,ERCO,43191.0,9718.0,51.0,21987.0,4973.0,124.0,0.0,6338.0,-814.0
20210828T02Z,60084.0,ERCO,43633.0,9670.0,8.0,21498.0,4972.0,122.0,0.0,7362.0,-814.0
20210828T01Z,61878.0,ERCO,44763.0,9650.0,5.0,21848.0,4973.0,102.0,0.0,8184.0,-814.0
20210828T00Z,64583.0,ERCO,46532.0,9732.0,26.0,22633.0,4973.0,110.0,0.0,9057.0,-814.0
20210827T23Z,66852.0,ERCO,49021.0,10205.0,8.0,23525.0,4973.0,111.0,0.0,10197.0,-807.0
20210827T22Z,67699.0,ERCO,52688.0,10723.0,51.0,25487.0,4976.0,100.0,0.0,11350.0,-569.0
20210827T21Z,67325.0,ERCO,56856.0,10750.0,51.0,29525.0,4975.0,93.0,0.0,11462.0,-567.0
20210827T20Z,66488.0,ERCO,60796.0,10716.0,52.0,34237.0,4975.0,99.0,0.0,10716.0,-659.0
20210827T19Z,64581.0,ERCO,63562.0,10708.0,51.0,39243.0,4975.0,126.0,17.0,8441.0,-814.0
20210827T18Z,61760.0,ERCO,65588.0,10727.0,52.0,41349.0,4974.0,145.0,1550.0,6790.0,-814.0
20210827T17Z,58504.0,ERCO,68180.0,10754.0,51.0,41511.0,4976.0,148.0,4483.0,6254.0,-815.0
20210827T16Z,55116.0,ERCO,70166.0,10775.0,52.0,43873.0,4974.0,149.0,4919.0,5423.0,-815.0
20210827T15Z,51720.0,ERCO,70943.0,10712.0,53.0,45189.0,4973.0,174.0,5422.0,4420.0,-815.0
20210827T14Z,48918.0,ERCO,70666.0,10774.0,54.0,45762.0,4979.0,215.0,5402.0,3481.0,-815.0
20210827T13Z,47356.0,ERCO,70316.0,10803.0,54.0,45691.0,4980.0,182.0,5475.0,3132.0,-815.0
20210827T12Z,46661.0,ERCO,69158.0,10773.0,55.0,45400.0,4973.0,156.0,5454.0,2348.0,-798.0
