datetime,demand,plant,net_generation,coal,hydro,natural_gas,nuclear,other,solar,wind,total_interchange
20220203T23Z,64660.0,ERCO,48198.0,5866.0,6.0,19376.0,5132.0,152.0,0.0,17665.0,-190.0
20220203T22Z,63889.0,ERCO,49787.0,7697.0,5.0,19156.0,5132.0,179.0,0.0,17617.0,-144.0
20220203T21Z,63699.0,ERCO,51258.0,9498.0,6.0,18978.0,5132.0,168.0,0.0,17475.0,-198.0
20220203T20Z,63913.0,ERCO,52142.0,10279.0,25.0,19046.0,5131.0,160.0,0.0,17500.0,-66.0
20220203T19Z,64054.0,ERCO,52366.0,10497.0,44.0,19023.0,5132.0,157.0,0.0,17512.0,-151.0
20220203T18Z,63915.0,ERCO,51934.0,10011.0,53.0,19485.0,5132.0,137.0,1.0,17115.0,-189.0
20220203T17Z,63285.0,ERCO,50056.0,8441.0,25.0,19075.0,5132.0,136.0,141.0,17107.0,-183.0
20220203T16Z,62092.0,ERCO,48212.0,6318.0,25.0,18689.0,5132.0,128.0,558.0,17364.0,21.0
20220203T15Z,60450.0,ERCO,46772.0,6140.0,5.0,17183.0,5132.0,107.0,1002.0,17202.0,-98.0
20220203T14Z,58895.0,ERCO,46443.0,6588.0,5.0,15697.0,5133.0,115.0,1516.0,17389.0,-3.0
20220203T13Z,56389.0,ERCO,46247.0,7021.0,5.0,14508.0,5139.0,120.0,1739.0,17715.0,0.0
20220203T12Z,53151.0,ERCO,45808.0,7370.0,6.0,13981.0,5142.0,150.0,1574.0,17587.0,0.0
20220203T11Z,50666.0,ERCO,45409.0,6895.0,6.0,14071.0,5141.0,115.0,1236.0,17945.0,128.0
20220203T10Z,49059.0,ERCO,44954.0,5809.0,6.0,13910.0,5140.0,129.0,764.0,19196.0,203.0
20220203T09Z,47915.0,ERCO,44208.0,5713.0,26.0,13874.0,5140.0,150.0,304.0,19002.0,186.0
20220203T08Z,47259.0,ERCO,43340.0,5657.0,26.0,13584.0,5138.0,165.0,104.0,18666.0,-5.0
20220203T07Z,47374.0,ERCO,42457.0,5331.0,26.0,12925.0,5135.0,191.0,10.0,18840.0,-241.0
20220203T06Z,48389.0,ERCO,40609.0,4956.0,26.0,12357.0,5136.0,151.0,0.0,17986.0,-18.0
20220203T05Z,49932.0,ERCO,37092.0,4605.0,7.0,10510.0,5135.0,104.0,0.0,16733.0,-44.0
20220203T04Z,51457.0,ERCO,34911.0,4668.0,7.0,9651.0,5135.0,158.0,0.0,15291.0,63.0
20220203T03Z,52209.0,ERCO,33952.0,4558.0,7.0,9349.0,5135.0,110.0,0.0,14793.0,12.0
20220203T02Z,52517.0,ERCO,34000.0,4636.0,7.0,9270.0,5135.0,124.0,0.0,14829.0,101.0
20220203T01Z,52123.0,ERCO,34220.0,4885.0,7.0,9168.0,5136.0,141.0,0.0,14882.0,42.0
20220203T00Z,50240.0,ERCO,35017.0,5457.0,26.0,9121.0,5136.0,157.0,0.0,15119.0,30.0
20220202T23Z,48192.0,ERCO,36215.0,6014.0,7.0,9423.0,5136.0,126.0,0.0,15502.0,-188.0
20220202T22Z,46871.0,ERCO,38172.0,6835.0,7.0,10109.0,5137.0,184.0,1.0,15898.0,-192.0
20220202T21Z,46447.0,ERCO,40146.0,8203.0,7.0,11962.0,5136.0,115.0,1.0,14723.0,-183.0
20220202T20Z,46248.0,ERCO,41397.0,9379.0,7.0,13186.0,5136.0,151.0,1.0,13537.0,-183.0
20220202T19Z,45809.0,ERCO,41795.0,10365.0,7.0,14828.0,5136.0,189.0,1.0,11271.0,-444.0
20220202T18Z,45281.0,ERCO,41481.0,11350.0,7.0,16637.0,5137.0,172.0,19.0,8159.0,-544.0
20220202T17Z,44752.0,ERCO,40004.0,10500.0,7.0,15560.0,5137.0,278.0,1764.0,6760.0,-496.0
20220202T16Z,44023.0,ERCO,39361.0,9487.0,6.0,13361.0,5137.0,142.0,4542.0,6685.0,-461.0
20220202T15Z,43345.0,ERCO,39377.0,9358.0,6.0,13058.0,5138.0,113.0,5287.0,6417.0,-251.0
20220202T14Z,42698.0,ERCO,39591.0,8975.0,6.0,12941.0,5141.0,118.0,6108.0,6302.0,-249.0
20220202T13Z,40628.0,ERCO,39868.0,8990.0,6.0,12961.0,5142.0,126.0,5316.0,7327.0,-249.0
20220202T12Z,37137.0,ERCO,40383.0,9184.0,6.0,12434.0,5142.0,114.0,4747.0,8756.0,-135.0
20220202T11Z,34848.0,ERCO,40925.0,9224.0,6.0,12554.0,5142.0,118.0,3886.0,9994.0,-50.0
20220202T10Z,33941.0,ERCO,41580.0,9319.0,8.0,12766.0,5138.0,135.0,3076.0,11138.0,43.0
20220202T09Z,33900.0,ERCO,41779.0,9445.0,25.0,12447.0,5136.0,122.0,2269.0,12334.0,-80.0
20220202T08Z,34179.0,ERCO,41504.0,9410.0,25.0,12406.0,5137.0,136.0,825.0,13565.0,-353.0
20220202T07Z,34987.0,ERCO,41588.0,9392.0,26.0,12494.0,5137.0,204.0,21.0,14315.0,-333.0
20220202T06Z,36405.0,ERCO,40003.0,8178.0,26.0,12375.0,5137.0,157.0,0.0,14131.0,-399.0
20220202T05Z,38364.0,ERCO,36843.0,7387.0,7.0,10625.0,5137.0,146.0,0.0,13542.0,-396.0
20220202T04Z,40329.0,ERCO,34821.0,6567.0,6.0,9496.0,5137.0,147.0,0.0,13468.0,-342.0
20220202T03Z,41580.0,ERCO,34264.0,6257.0,6.0,9092.0,5137.0,101.0,0.0,13671.0,-209.0
20220202T02Z,42240.0,ERCO,34324.0,6442.0,6.0,8832.0,5137.0,114.0,0.0,13794.0,-119.0
20220202T01Z,42025.0,ERCO,34623.0,6405.0,7.0,8829.0,5137.0,151.0,0.0,14094.0,-96.0
20220202T00Z,40501.0,ERCO,35606.0,6862.0,24.0,8851.0,5137.0,103.0,0.0,14627.0,-67.0
20220201T23Z,39823.0,ERCO,36762.0,7403.0,6.0,9252.0,5137.0,126.0,0.0,14836.0,-351.0
20220201T22Z,39628.0,ERCO,38707.0,7956.0,6.0,10457.0,5138.0,149.0,0.0,14999.0,-498.0
20220201T21Z,39840.0,ERCO,41262.0,9053.0,6.0,11737.0,5137.0,115.0,0.0,15213.0,-215.0
20220201T20Z,40117.0,ERCO,42656.0,9983.0,6.0,12480.0,5138.0,117.0,0.0,14932.0,-324.0
20220201T19Z,40517.0,ERCO,43223.0,10548.0,6.0,14729.0,5138.0,130.0,0.0,12671.0,-427.0
20220201T18Z,40975.0,ERCO,42986.0,10520.0,6.0,18375.0,5138.0,103.0,60.0,8783.0,-692.0
20220201T17Z,41538.0,ERCO,41388.0,9822.0,6.0,16490.0,5139.0,198.0,2506.0,7228.0,-887.0
20220201T16Z,41860.0,ERCO,41040.0,9465.0,6.0,13090.0,5141.0,95.0,5696.0,7547.0,-426.0
20220201T15Z,41857.0,ERCO,40626.0,9011.0,6.0,12622.0,5141.0,111.0,6240.0,7496.0,-508.0
20220201T14Z,41922.0,ERCO,41071.0,9590.0,6.0,13126.0,5141.0,118.0,6353.0,6738.0,-229.0
20220201T13Z,40402.0,ERCO,41503.0,10020.0,6.0,14869.0,5141.0,118.0,6053.0,5297.0,-225.0
20220201T12Z,37240.0,ERCO,41791.0,10134.0,6.0,15429.0,5140.0,132.0,6018.0,4932.0,-110.0
20220201T11Z,35163.0,ERCO,42141.0,10250.0,48.0,16734.0,5140.0,117.0,5710.0,4141.0,-1.0
20220201T10Z,34474.0,ERCO,42523.0,10503.0,42.0,18804.0,5140.0,110.0,4922.0,3003.0,-23.0
20220201T09Z,34444.0,ERCO,42851.0,10484.0,26.0,19560.0,5140.0,138.0,4000.0,3503.0,-86.0
20220201T08Z,34719.0,ERCO,42849.0,10448.0,28.0,20405.0,5141.0,137.0,1518.0,5171.0,-356.0
20220201T07Z,35673.0,ERCO,43528.0,10309.0,27.0,20940.0,5142.0,212.0,38.0,6860.0,-11.0
20220201T06Z,37113.0,ERCO,41618.0,10045.0,26.0,17922.0,5142.0,155.0,0.0,8331.0,-188.0
20220201T05Z,39205.0,ERCO,38400.0,9354.0,6.0,13252.0,5142.0,117.0,0.0,10532.0,17.0
20220201T04Z,41477.0,ERCO,35876.0,8667.0,6.0,10717.0,5142.0,154.0,0.0,11192.0,-164.0
20220201T03Z,42980.0,ERCO,34901.0,7803.0,5.0,9147.0,5141.0,109.0,0.0,12694.0,-131.0
20220201T02Z,43651.0,ERCO,34590.0,6367.0,5.0,8812.0,5142.0,163.0,0.0,14102.0,-129.0
20220201T01Z,43679.0,ERCO,34812.0,5991.0,6.0,8821.0,5142.0,163.0,0.0,14688.0,-99.0
20220201T00Z,42275.0,ERCO,35279.0,6862.0,25.0,9263.0,5142.0,127.0,0.0,13859.0,-167.0
20220131T23Z,41466.0,ERCO,36710.0,9112.0,6.0,10612.0,5141.0,109.0,0.0,11729.0,33.0
20220131T22Z,41135.0,ERCO,38491.0,9972.0,6.0,12774.0,5142.0,142.0,0.0,10453.0,34.0
20220131T21Z,41300.0,ERCO,40364.0,10094.0,6.0,14410.0,5142.0,107.0,0.0,10604.0,121.0
20220131T20Z,41728.0,ERCO,41081.0,10171.0,6.0,14752.0,5143.0,117.0,0.0,10892.0,172.0
20220131T19Z,41902.0,ERCO,41479.0,10137.0,6.0,15932.0,5142.0,123.0,0.0,10138.0,55.0
20220131T18Z,42142.0,ERCO,40832.0,9888.0,6.0,17524.0,5143.0,139.0,22.0,8110.0,-26.0
20220131T17Z,42546.0,ERCO,38921.0,9250.0,6.0,16176.0,5143.0,221.0,1259.0,6868.0,153.0
20220131T16Z,42938.0,ERCO,37619.0,8423.0,25.0,12530.0,5142.0,132.0,4367.0,6999.0,5.0
20220131T15Z,43206.0,ERCO,37448.0,7651.0,46.0,11683.0,5143.0,164.0,5358.0,7405.0,2.0
20220131T14Z,43539.0,ERCO,37758.0,7950.0,6.0,11252.0,5143.0,124.0,6294.0,6989.0,123.0
20220131T13Z,41806.0,ERCO,38284.0,8638.0,6.0,11601.0,5142.0,139.0,6773.0,5984.0,117.0
20220131T12Z,38383.0,ERCO,39170.0,8988.0,6.0,13203.0,5142.0,107.0,6775.0,4950.0,60.0
20220131T11Z,36040.0,ERCO,40781.0,9048.0,48.0,14193.0,5141.0,162.0,7100.0,5087.0,359.0
20220131T10Z,35032.0,ERCO,42620.0,9184.0,41.0,16528.0,5141.0,158.0,7368.0,4200.0,384.0
20220131T09Z,34720.0,ERCO,44562.0,9235.0,26.0,17952.0,5143.0,206.0,6802.0,5197.0,115.0
20220131T08Z,34911.0,ERCO,46278.0,9323.0,27.0,19663.0,5143.0,150.0,3047.0,8924.0,-54.0
20220131T07Z,35446.0,ERCO,46525.0,9263.0,26.0,21055.0,5142.0,198.0,119.0,10721.0,121.0
20220131T06Z,36677.0,ERCO,44865.0,9184.0,26.0,18420.0,5143.0,168.0,0.0,11925.0,197.0
20220131T05Z,38456.0,ERCO,43080.0,8854.0,7.0,15541.0,5143.0,150.0,0.0,13386.0,164.0
20220131T04Z,40243.0,ERCO,42010.0,7943.0,6.0,12722.0,5143.0,103.0,0.0,16094.0,185.0
20220131T03Z,40909.0,ERCO,41310.0,7245.0,6.0,11407.0,5143.0,142.0,0.0,17367.0,229.0
20220131T02Z,41424.0,ERCO,40873.0,7222.0,6.0,10735.0,5143.0,126.0,0.0,17640.0,320.0
20220131T01Z,40858.0,ERCO,40477.0,6880.0,8.0,10354.0,5143.0,145.0,0.0,17946.0,226.0
20220131T00Z,38767.0,ERCO,40728.0,7240.0,25.0,10242.0,5142.0,126.0,0.0,17953.0,208.0
20220130T23Z,37614.0,ERCO,41293.0,7730.0,6.0,10497.0,5142.0,153.0,0.0,17764.0,285.0
20220130T22Z,37446.0,ERCO,41895.0,8555.0,6.0,10627.0,5142.0,128.0,0.0,17436.0,181.0
20220130T21Z,37633.0,ERCO,42228.0,9075.0,6.0,11746.0,5142.0,119.0,0.0,16140.0,96.0
20220130T20Z,38166.0,ERCO,41966.0,9886.0,6.0,14785.0,5143.0,125.0,0.0,12020.0,-60.0
20220130T19Z,39110.0,ERCO,41564.0,10263.0,7.0,16639.0,5143.0,189.0,0.0,9324.0,-116.0
20220130T18Z,40421.0,ERCO,41108.0,9972.0,6.0,18067.0,5143.0,135.0,54.0,7731.0,204.0
20220130T17Z,42235.0,ERCO,38830.0,8452.0,6.0,15203.0,5143.0,205.0,2576.0,7246.0,154.0
20220130T16Z,44446.0,ERCO,38123.0,6275.0,6.0,11953.0,5143.0,127.0,6888.0,7730.0,203.0
20220130T15Z,46332.0,ERCO,38180.0,5613.0,7.0,11431.0,5143.0,114.0,7751.0,8121.0,224.0
20220130T14Z,46402.0,ERCO,38807.0,6369.0,7.0,11298.0,5144.0,132.0,7259.0,8598.0,224.0
20220130T13Z,44667.0,ERCO,40090.0,7167.0,7.0,11440.0,5143.0,120.0,6583.0,9628.0,224.0
20220130T12Z,42915.0,ERCO,41978.0,7761.0,8.0,12406.0,5143.0,151.0,6785.0,9722.0,200.0
20220130T11Z,41825.0,ERCO,44488.0,9179.0,34.0,14628.0,5143.0,152.0,7407.0,7944.0,384.0
20220130T10Z,41079.0,ERCO,47340.0,10181.0,70.0,18467.0,5143.0,144.0,7479.0,5855.0,445.0
20220130T09Z,40551.0,ERCO,50000.0,10163.0,29.0,19507.0,5142.0,213.0,7271.0,7675.0,87.0
20220130T08Z,40250.0,ERCO,52268.0,10309.0,30.0,22292.0,5142.0,159.0,3246.0,11090.0,-174.0
20220130T07Z,40519.0,ERCO,52243.0,10504.0,30.0,25001.0,5142.0,210.0,127.0,11230.0,-586.0
20220130T06Z,41007.0,ERCO,50660.0,10329.0,27.0,23918.0,5142.0,187.0,0.0,11057.0,-321.0
20220130T05Z,41713.0,ERCO,48550.0,10414.0,7.0,21329.0,5143.0,130.0,0.0,11528.0,-300.0
20220130T04Z,42133.0,ERCO,47021.0,10536.0,7.0,19965.0,5143.0,122.0,0.0,11250.0,-280.0
20220130T03Z,42028.0,ERCO,45954.0,10248.0,7.0,19731.0,5142.0,116.0,1.0,10711.0,-240.0
20220130T02Z,41680.0,ERCO,45129.0,10337.0,7.0,20050.0,5142.0,113.0,1.0,9480.0,-362.0
20220130T01Z,40903.0,ERCO,44460.0,10434.0,10.0,21112.0,5142.0,98.0,1.0,7662.0,-640.0
20220130T00Z,38676.0,ERCO,44728.0,10470.0,28.0,23134.0,5142.0,132.0,1.0,5820.0,-230.0
20220129T23Z,37919.0,ERCO,45514.0,10279.0,7.0,25245.0,5142.0,99.0,1.0,4741.0,-101.0
20220129T22Z,37955.0,ERCO,46074.0,10003.0,7.0,27158.0,5143.0,98.0,1.0,3665.0,-371.0
20220129T21Z,38583.0,ERCO,46585.0,9696.0,11.0,28825.0,5142.0,106.0,1.0,2804.0,-706.0
20220129T20Z,39865.0,ERCO,46819.0,9852.0,11.0,29423.0,5140.0,124.0,1.0,2268.0,-565.0
20220129T19Z,41777.0,ERCO,46283.0,9555.0,8.0,29232.0,5140.0,178.0,1.0,2170.0,-642.0
20220129T18Z,44103.0,ERCO,45434.0,9123.0,7.0,28228.0,5140.0,213.0,47.0,2678.0,-539.0
20220129T17Z,46894.0,ERCO,42825.0,8051.0,7.0,22355.0,5140.0,253.0,2532.0,4487.0,-506.0
20220129T16Z,49913.0,ERCO,42175.0,6625.0,6.0,16252.0,5140.0,132.0,6947.0,7072.0,0.0
20220129T15Z,52443.0,ERCO,42245.0,6652.0,6.0,14032.0,5139.0,138.0,7846.0,8431.0,4.0
20220129T14Z,52830.0,ERCO,43034.0,7031.0,6.0,13824.0,5140.0,209.0,7626.0,9198.0,54.0
20220129T13Z,50982.0,ERCO,44225.0,7561.0,7.0,14161.0,5140.0,173.0,7413.0,9769.0,54.0
20220129T12Z,48851.0,ERCO,45738.0,8220.0,7.0,15240.0,5140.0,179.0,7282.0,9670.0,235.0
20220129T11Z,47303.0,ERCO,47246.0,8573.0,49.0,17350.0,5139.0,129.0,7285.0,8719.0,0.0
20220129T10Z,46195.0,ERCO,49312.0,9325.0,44.0,19805.0,5139.0,118.0,7268.0,7611.0,137.0
20220129T09Z,45493.0,ERCO,51059.0,9868.0,26.0,20256.0,5139.0,212.0,6737.0,8819.0,81.0
20220129T08Z,45101.0,ERCO,51799.0,10184.0,26.0,21506.0,5139.0,144.0,2689.0,12111.0,-712.0
20220129T07Z,44958.0,ERCO,52398.0,10186.0,27.0,22575.0,5139.0,236.0,64.0,14172.0,-507.0
20220129T06Z,45616.0,ERCO,50483.0,9864.0,26.0,20105.0,5138.0,185.0,0.0,15166.0,-2.0
20220129T05Z,46447.0,ERCO,46254.0,9382.0,7.0,15526.0,5138.0,196.0,0.0,16007.0,33.0
20220129T04Z,47292.0,ERCO,42987.0,8795.0,7.0,12415.0,5139.0,148.0,0.0,16485.0,-177.0
20220129T03Z,47384.0,ERCO,41409.0,8449.0,7.0,11572.0,5139.0,114.0,0.0,16129.0,-180.0
20220129T02Z,46926.0,ERCO,40469.0,8190.0,7.0,10995.0,5138.0,129.0,0.0,16010.0,-169.0
20220129T01Z,45974.0,ERCO,40345.0,7893.0,7.0,10472.0,5138.0,129.0,0.0,16706.0,55.0
20220129T00Z,43332.0,ERCO,40718.0,7960.0,26.0,10866.0,5139.0,115.0,0.0,16612.0,56.0
20220128T23Z,42175.0,ERCO,41597.0,8505.0,7.0,11287.0,5141.0,128.0,0.0,16527.0,11.0
20220128T22Z,42240.0,ERCO,43418.0,8878.0,7.0,12546.0,5141.0,130.0,0.0,16715.0,145.0
20220128T21Z,42980.0,ERCO,45063.0,9469.0,7.0,13785.0,5142.0,147.0,0.0,16513.0,34.0
20220128T20Z,44171.0,ERCO,45934.0,9750.0,7.0,16338.0,5142.0,162.0,0.0,14536.0,-49.0
20220128T19Z,45503.0,ERCO,46021.0,9966.0,7.0,18912.0,5141.0,152.0,1.0,11844.0,-48.0
20220128T18Z,47246.0,ERCO,45306.0,10090.0,7.0,20643.0,5141.0,125.0,31.0,9268.0,-277.0
20220128T17Z,49174.0,ERCO,43100.0,9417.0,7.0,19754.0,5141.0,207.0,1670.0,6905.0,-245.0
20220128T16Z,50978.0,ERCO,41820.0,9030.0,7.0,17374.0,5140.0,155.0,4423.0,5691.0,-159.0
20220128T15Z,52512.0,ERCO,41703.0,9279.0,7.0,17092.0,5141.0,130.0,5150.0,4905.0,2.0
20220128T14Z,52905.0,ERCO,42291.0,9472.0,7.0,18703.0,5142.0,139.0,4987.0,3841.0,2.0
20220128T13Z,50485.0,ERCO,43212.0,9741.0,8.0,20633.0,5141.0,137.0,4698.0,2855.0,2.0
20220128T12Z,46221.0,ERCO,44276.0,10148.0,8.0,22409.0,5141.0,146.0,4294.0,2130.0,5.0
20220128T11Z,43165.0,ERCO,45941.0,10576.0,50.0,24204.0,5141.0,141.0,3939.0,1889.0,179.0
20220128T10Z,41590.0,ERCO,47264.0,10974.0,42.0,25788.0,5140.0,156.0,2840.0,2322.0,41.0
20220128T09Z,40639.0,ERCO,48538.0,11013.0,31.0,27100.0,5140.0,181.0,1997.0,3075.0,-29.0
20220128T08Z,40290.0,ERCO,49882.0,11048.0,74.0,28992.0,5140.0,183.0,733.0,3710.0,-180.0
20220128T07Z,40662.0,ERCO,50551.0,10911.0,74.0,29548.0,5141.0,198.0,39.0,4642.0,-286.0
20220128T06Z,41586.0,ERCO,48482.0,10509.0,70.0,27942.0,5141.0,187.0,0.0,4635.0,-491.0
20220128T05Z,43273.0,ERCO,45164.0,10259.0,10.0,24635.0,5141.0,156.0,0.0,4964.0,44.0
20220128T04Z,45030.0,ERCO,42598.0,9571.0,7.0,22668.0,5141.0,111.0,19.0,5081.0,112.0
20220128T03Z,45983.0,ERCO,41249.0,9209.0,7.0,21686.0,5142.0,118.0,52.0,5035.0,-114.0
20220128T02Z,46069.0,ERCO,40813.0,9167.0,7.0,21365.0,5142.0,108.0,52.0,4972.0,-219.0
20220128T01Z,45584.0,ERCO,40966.0,9206.0,7.0,21544.0,5142.0,106.0,52.0,4908.0,-219.0
20220128T00Z,43346.0,ERCO,41633.0,9322.0,27.0,22077.0,5141.0,125.0,52.0,4889.0,-175.0
20220127T23Z,41980.0,ERCO,42828.0,9894.0,8.0,23352.0,5142.0,113.0,52.0,4267.0,-226.0
20220127T22Z,41701.0,ERCO,44842.0,10642.0,7.0,25004.0,5141.0,118.0,52.0,3876.0,-269.0
20220127T21Z,42289.0,ERCO,47120.0,11099.0,7.0,27049.0,5142.0,122.0,52.0,3647.0,-270.0
20220127T20Z,43210.0,ERCO,48375.0,11384.0,7.0,27854.0,5142.0,137.0,52.0,3798.0,-319.0
20220127T19Z,44271.0,ERCO,48557.0,11291.0,7.0,27747.0,5141.0,186.0,52.0,4131.0,-485.0
20220127T18Z,45762.0,ERCO,47919.0,10958.0,7.0,27743.0,5142.0,183.0,60.0,3826.0,-714.0
20220127T17Z,47223.0,ERCO,45258.0,10069.0,8.0,25872.0,5142.0,189.0,595.0,3386.0,-700.0
20220127T16Z,48567.0,ERCO,43932.0,9435.0,7.0,23815.0,5142.0,169.0,1777.0,3589.0,-160.0
20220127T15Z,50062.0,ERCO,43297.0,9541.0,7.0,22549.0,5142.0,134.0,2433.0,3490.0,-248.0
20220127T14Z,50838.0,ERCO,43951.0,10030.0,7.0,22554.0,5142.0,131.0,2756.0,3331.0,-211.0
20220127T13Z,48973.0,ERCO,45234.0,10694.0,7.0,23143.0,5143.0,122.0,2954.0,3171.0,-101.0
20220127T12Z,45120.0,ERCO,46719.0,10981.0,7.0,24448.0,5144.0,120.0,2684.0,3334.0,-143.0
20220127T11Z,42486.0,ERCO,48431.0,11105.0,35.0,25839.0,5143.0,127.0,2312.0,3870.0,-301.0
20220127T10Z,41363.0,ERCO,49823.0,11030.0,72.0,27004.0,5141.0,140.0,1879.0,4557.0,-670.0
20220127T09Z,41033.0,ERCO,51419.0,10821.0,30.0,28276.0,5139.0,144.0,1431.0,5576.0,-569.0
20220127T08Z,41186.0,ERCO,52743.0,10689.0,34.0,28694.0,5138.0,167.0,671.0,7349.0,-549.0
20220127T07Z,41809.0,ERCO,53813.0,10447.0,34.0,28067.0,5139.0,167.0,41.0,9918.0,-1.0
20220127T06Z,43055.0,ERCO,51844.0,10394.0,28.0,24575.0,5138.0,163.0,35.0,11513.0,147.0
20220127T05Z,45112.0,ERCO,47330.0,10308.0,7.0,19371.0,5139.0,136.0,47.0,12323.0,29.0
20220127T04Z,47390.0,ERCO,44171.0,9468.0,7.0,16071.0,5138.0,143.0,47.0,13297.0,-34.0
20220127T03Z,48694.0,ERCO,42280.0,8675.0,7.0,14375.0,5138.0,123.0,47.0,13914.0,-209.0
20220127T02Z,49043.0,ERCO,41583.0,8207.0,11.0,12643.0,5139.0,146.0,47.0,15391.0,-1.0
20220127T01Z,48633.0,ERCO,41170.0,8031.0,8.0,11404.0,5139.0,124.0,47.0,16417.0,22.0
20220127T00Z,45959.0,ERCO,41351.0,7212.0,27.0,11216.0,5138.0,112.0,47.0,17598.0,115.0
20220126T23Z,44092.0,ERCO,42308.0,6518.0,7.0,11050.0,5139.0,115.0,47.0,19430.0,160.0
20220126T22Z,43545.0,ERCO,43860.0,7643.0,7.0,11430.0,5139.0,108.0,47.0,19486.0,167.0
20220126T21Z,44162.0,ERCO,45336.0,8402.0,6.0,12368.0,5139.0,112.0,47.0,19262.0,-48.0
20220126T20Z,45335.0,ERCO,46084.0,8930.0,7.0,12947.0,5139.0,145.0,47.0,18868.0,-80.0
20220126T19Z,46863.0,ERCO,46198.0,9165.0,32.0,13686.0,5139.0,173.0,47.0,17958.0,-154.0
20220126T18Z,48733.0,ERCO,45828.0,9710.0,31.0,15411.0,5140.0,93.0,74.0,15370.0,-63.0
20220126T17Z,50493.0,ERCO,43650.0,9121.0,31.0,14995.0,5139.0,211.0,2104.0,12050.0,2.0
20220126T16Z,51989.0,ERCO,42134.0,8480.0,31.0,13229.0,5140.0,144.0,5868.0,9242.0,2.0
20220126T15Z,53293.0,ERCO,41723.0,8734.0,30.0,13214.0,5140.0,98.0,6708.0,7800.0,3.0
20220126T14Z,53813.0,ERCO,42036.0,8944.0,6.0,14009.0,5139.0,104.0,6588.0,7245.0,2.0
20220126T13Z,51696.0,ERCO,42620.0,9151.0,6.0,14551.0,5024.0,108.0,6365.0,7414.0,2.0
20220126T12Z,47301.0,ERCO,43653.0,9072.0,7.0,14742.0,5140.0,115.0,6305.0,8272.0,2.0
20220126T11Z,44205.0,ERCO,45122.0,8906.0,49.0,15267.0,5134.0,110.0,6438.0,9216.0,81.0
20220126T10Z,42490.0,ERCO,46391.0,8999.0,43.0,15176.0,5140.0,160.0,6529.0,10344.0,87.0
20220126T09Z,41585.0,ERCO,47484.0,9590.0,9.0,16258.0,5139.0,189.0,5983.0,10315.0,-34.0
20220126T08Z,41148.0,ERCO,48419.0,9933.0,9.0,18969.0,5139.0,136.0,2312.0,11921.0,-36.0
20220126T07Z,41235.0,ERCO,49073.0,10232.0,9.0,20145.0,5139.0,144.0,39.0,13364.0,69.0
20220126T06Z,42148.0,ERCO,47130.0,9612.0,9.0,19052.0,5139.0,170.0,0.0,13152.0,37.0
20220126T05Z,43693.0,ERCO,43084.0,8899.0,9.0,17160.0,5139.0,147.0,0.0,11732.0,23.0
20220126T04Z,45385.0,ERCO,40432.0,8775.0,9.0,15696.0,5139.0,122.0,0.0,10693.0,-59.0
20220126T03Z,46165.0,ERCO,39325.0,8846.0,9.0,15757.0,5139.0,143.0,0.0,9432.0,-101.0
20220126T02Z,46353.0,ERCO,38774.0,9253.0,9.0,16441.0,5139.0,163.0,0.0,7769.0,-323.0
20220126T01Z,45892.0,ERCO,39056.0,10500.0,9.0,17280.0,5138.0,127.0,0.0,6001.0,-338.0
20220126T00Z,43648.0,ERCO,39831.0,11107.0,9.0,18793.0,5138.0,124.0,0.0,4659.0,-228.0
20220125T23Z,42131.0,ERCO,41089.0,11130.0,8.0,20757.0,5138.0,133.0,0.0,3921.0,-299.0
20220125T22Z,41720.0,ERCO,43012.0,11041.0,9.0,22971.0,5138.0,123.0,0.0,3729.0,-346.0
20220125T21Z,42034.0,ERCO,45151.0,10984.0,8.0,24829.0,5139.0,136.0,0.0,4054.0,-418.0
20220125T20Z,42617.0,ERCO,46538.0,11137.0,12.0,26561.0,5139.0,110.0,0.0,3578.0,-468.0
20220125T19Z,43651.0,ERCO,47317.0,11184.0,33.0,27597.0,5139.0,123.0,0.0,3240.0,-510.0
20220125T18Z,45041.0,ERCO,47910.0,11179.0,34.0,28410.0,5140.0,142.0,23.0,2983.0,-283.0
20220125T17Z,46304.0,ERCO,46531.0,10146.0,33.0,25410.0,5140.0,293.0,1865.0,3647.0,-72.0
20220125T16Z,47518.0,ERCO,45331.0,9447.0,33.0,21092.0,5140.0,119.0,5099.0,4401.0,3.0
20220125T15Z,48455.0,ERCO,44988.0,9205.0,31.0,19558.0,5142.0,123.0,5553.0,5378.0,72.0
20220125T14Z,49004.0,ERCO,45392.0,9438.0,7.0,20050.0,5142.0,130.0,5630.0,4994.0,28.0
20220125T13Z,47093.0,ERCO,45882.0,9624.0,7.0,20846.0,5142.0,119.0,5457.0,4686.0,2.0
20220125T12Z,43061.0,ERCO,46351.0,9411.0,8.0,21444.0,5141.0,134.0,5253.0,4959.0,6.0
20220125T11Z,40492.0,ERCO,46957.0,8990.0,68.0,22500.0,5142.0,121.0,5347.0,4789.0,150.0
20220125T10Z,39427.0,ERCO,47107.0,8958.0,69.0,23202.0,5141.0,124.0,5335.0,4278.0,152.0
20220125T09Z,39098.0,ERCO,46983.0,8703.0,8.0,22866.0,5141.0,144.0,4386.0,5735.0,146.0
20220125T08Z,39395.0,ERCO,46714.0,8711.0,8.0,23257.0,5142.0,146.0,1291.0,8160.0,-64.0
