datetime,forecast_demand,plant
20210612T15Z,48005,ERCO
20210612T14Z,44444,ERCO
20210612T13Z,41403,ERCO
20210612T12Z,40530,ERCO
20210612T11Z,40360,ERCO
20210612T10Z,40572,ERCO
20210612T09Z,41477,ERCO
20210612T08Z,43133,ERCO
20210612T07Z,45346,ERCO
20210612T06Z,48154,ERCO
20210612T05Z,51850,ERCO
20210612T04Z,55789,ERCO
20210612T03Z,59338,ERCO
20210612T02Z,61211,ERCO
20210612T01Z,64041,ERCO
20210612T00Z,66481,ERCO
20210611T23Z,67087,ERCO
20210611T22Z,67136,ERCO
20210611T21Z,66389,ERCO
20210611T20Z,65270,ERCO
20210611T19Z,62884,ERCO
20210611T18Z,59890,ERCO
20210611T17Z,56723,ERCO
20210611T16Z,53609,ERCO
20210611T15Z,49985,ERCO
20210611T14Z,47145,ERCO
20210611T13Z,44717,ERCO
20210611T12Z,43352,ERCO
20210611T11Z,42203,ERCO
20210611T10Z,41018,ERCO
20210611T09Z,41991,ERCO
20210611T08Z,43255,ERCO
20210611T07Z,45112,ERCO
20210611T06Z,48091,ERCO
20210611T05Z,51170,ERCO
20210611T04Z,54994,ERCO
20210611T03Z,58261,ERCO
20210611T02Z,60182,ERCO
20210611T01Z,62727,ERCO
20210611T00Z,64836,ERCO
20210610T23Z,65940,ERCO
20210610T22Z,66430,ERCO
20210610T21Z,65486,ERCO
20210610T20Z,64114,ERCO
20210610T19Z,62006,ERCO
20210610T18Z,59594,ERCO
20210610T17Z,56884,ERCO
20210610T16Z,53696,ERCO
20210610T15Z,50304,ERCO
20210610T14Z,47690,ERCO
20210610T13Z,45591,ERCO
20210610T12Z,44466,ERCO
20210610T11Z,42966,ERCO
20210610T10Z,41788,ERCO
20210610T09Z,42246,ERCO
20210610T08Z,43241,ERCO
20210610T07Z,45396,ERCO
20210610T06Z,47983,ERCO
20210610T05Z,51258,ERCO
20210610T04Z,55127,ERCO
20210610T03Z,58470,ERCO
20210610T02Z,60443,ERCO
20210610T01Z,62904,ERCO
20210610T00Z,65038,ERCO
20210609T23Z,66075,ERCO
20210609T22Z,66503,ERCO
20210609T21Z,65781,ERCO
20210609T20Z,64239,ERCO
20210609T19Z,61950,ERCO
20210609T18Z,59450,ERCO
20210609T17Z,56753,ERCO
20210609T16Z,53581,ERCO
20210609T15Z,50331,ERCO
20210609T14Z,47473,ERCO
20210609T13Z,45081,ERCO
20210609T12Z,44227,ERCO
20210609T11Z,42545,ERCO
20210609T10Z,41584,ERCO
20210609T09Z,41726,ERCO
20210609T08Z,42804,ERCO
20210609T07Z,44710,ERCO
20210609T06Z,47188,ERCO
20210609T05Z,49936,ERCO
20210609T04Z,53812,ERCO
20210609T03Z,56925,ERCO
20210609T02Z,58620,ERCO
20210609T01Z,61073,ERCO
20210609T00Z,63645,ERCO
20210608T23Z,66310,ERCO
20210608T22Z,66396,ERCO
20210608T21Z,66127,ERCO
20210608T20Z,64180,ERCO
20210608T19Z,62417,ERCO
20210608T18Z,59473,ERCO
20210608T17Z,56806,ERCO
20210608T16Z,52579,ERCO
20210608T15Z,48988,ERCO
20210608T14Z,45884,ERCO
20210608T13Z,43495,ERCO
20210608T12Z,42348,ERCO
20210608T11Z,40613,ERCO
20210608T10Z,39192,ERCO
20210608T09Z,39087,ERCO
20210608T08Z,39785,ERCO
20210608T07Z,40603,ERCO
20210608T06Z,43348,ERCO
20210608T05Z,48100,ERCO
20210608T04Z,51078,ERCO
20210608T03Z,54444,ERCO
20210608T02Z,56230,ERCO
20210608T01Z,57755,ERCO
20210608T00Z,59957,ERCO
20210607T23Z,62017,ERCO
20210607T22Z,62322,ERCO
20210607T21Z,61948,ERCO
20210607T20Z,60226,ERCO
20210607T19Z,58125,ERCO
20210607T18Z,56376,ERCO
20210607T17Z,54279,ERCO
20210607T16Z,51274,ERCO
20210607T15Z,48428,ERCO
20210607T14Z,45680,ERCO
20210607T13Z,43557,ERCO
20210607T12Z,41615,ERCO
20210607T11Z,39819,ERCO
20210607T10Z,38810,ERCO
20210607T09Z,38578,ERCO
20210607T08Z,39121,ERCO
20210607T07Z,40065,ERCO
20210607T06Z,42622,ERCO
20210607T05Z,44216,ERCO
20210607T04Z,46778,ERCO
20210607T03Z,49946,ERCO
20210607T02Z,50937,ERCO
20210607T01Z,53287,ERCO
20210607T00Z,55206,ERCO
20210606T23Z,58654,ERCO
20210606T22Z,58701,ERCO
20210606T21Z,57275,ERCO
20210606T20Z,56093,ERCO
20210606T19Z,53377,ERCO
20210606T18Z,50226,ERCO
20210606T17Z,47130,ERCO
20210606T16Z,43803,ERCO
20210606T15Z,40361,ERCO
20210606T14Z,37312,ERCO
20210606T13Z,35045,ERCO
20210606T12Z,34499,ERCO
20210606T11Z,34277,ERCO
20210606T10Z,34479,ERCO
20210606T09Z,35166,ERCO
20210606T08Z,36227,ERCO
20210606T07Z,37918,ERCO
20210606T06Z,39815,ERCO
20210606T05Z,41013,ERCO
20210606T04Z,43456,ERCO
20210606T03Z,45154,ERCO
20210606T02Z,45641,ERCO
20210606T01Z,46539,ERCO
20210606T00Z,47684,ERCO
20210605T23Z,48519,ERCO
20210605T22Z,48532,ERCO
20210605T21Z,47914,ERCO
20210605T20Z,47021,ERCO
20210605T19Z,45911,ERCO
20210605T18Z,44581,ERCO
20210605T17Z,42969,ERCO
20210605T16Z,40827,ERCO
20210605T15Z,38780,ERCO
20210605T14Z,36432,ERCO
20210605T13Z,34610,ERCO
20210605T12Z,32929,ERCO
20210605T11Z,32640,ERCO
20210605T10Z,32637,ERCO
20210605T09Z,33093,ERCO
20210605T08Z,34013,ERCO
20210605T07Z,35409,ERCO
20210605T06Z,37421,ERCO
20210605T05Z,40520,ERCO
20210605T04Z,43031,ERCO
20210605T03Z,44813,ERCO
20210605T02Z,45436,ERCO
20210605T01Z,46162,ERCO
20210605T00Z,47574,ERCO
20210604T23Z,48550,ERCO
20210604T22Z,49008,ERCO
20210604T21Z,48892,ERCO
20210604T20Z,48438,ERCO
20210604T19Z,47544,ERCO
20210604T18Z,46081,ERCO
20210604T17Z,44837,ERCO
20210604T16Z,43381,ERCO
20210604T15Z,41798,ERCO
20210604T14Z,40176,ERCO
20210604T13Z,38625,ERCO
20210604T12Z,36999,ERCO
20210604T11Z,35390,ERCO
20210604T10Z,34505,ERCO
20210604T09Z,34349,ERCO
20210604T08Z,35092,ERCO
20210604T07Z,36536,ERCO
20210604T06Z,38415,ERCO
20210604T05Z,41790,ERCO
20210604T04Z,45277,ERCO
20210604T03Z,47564,ERCO
20210604T02Z,48662,ERCO
20210604T01Z,49332,ERCO
20210604T00Z,50463,ERCO
20210603T23Z,51327,ERCO
20210603T22Z,51735,ERCO
20210603T21Z,51498,ERCO
20210603T20Z,50834,ERCO
20210603T19Z,50082,ERCO
20210603T18Z,48412,ERCO
20210603T17Z,46683,ERCO
20210603T16Z,44665,ERCO
20210603T15Z,42860,ERCO
20210603T14Z,40954,ERCO
20210603T13Z,39343,ERCO
20210603T12Z,37782,ERCO
20210603T11Z,36030,ERCO
20210603T10Z,35087,ERCO
20210603T09Z,35147,ERCO
20210603T08Z,35896,ERCO
20210603T07Z,37189,ERCO
20210603T06Z,39271,ERCO
20210603T05Z,41069,ERCO
20210603T04Z,44735,ERCO
20210603T03Z,47278,ERCO
20210603T02Z,48396,ERCO
20210603T01Z,49287,ERCO
20210603T00Z,50809,ERCO
20210602T23Z,51831,ERCO
20210602T22Z,52230,ERCO
20210602T21Z,51867,ERCO
20210602T20Z,50909,ERCO
20210602T19Z,49738,ERCO
20210602T18Z,48107,ERCO
20210602T17Z,46163,ERCO
20210602T16Z,43787,ERCO
20210602T15Z,41635,ERCO
20210602T14Z,39449,ERCO
20210602T13Z,37896,ERCO
20210602T12Z,36229,ERCO
20210602T11Z,34582,ERCO
20210602T10Z,33378,ERCO
20210602T09Z,33448,ERCO
20210602T08Z,34199,ERCO
20210602T07Z,35821,ERCO
20210602T06Z,37895,ERCO
20210602T05Z,41562,ERCO
20210602T04Z,45013,ERCO
20210602T03Z,47796,ERCO
20210602T02Z,49094,ERCO
20210602T01Z,50392,ERCO
20210602T00Z,52229,ERCO
20210601T23Z,53407,ERCO
20210601T22Z,53634,ERCO
20210601T21Z,53483,ERCO
20210601T20Z,52478,ERCO
20210601T19Z,51000,ERCO
20210601T18Z,49304,ERCO
20210601T17Z,47219,ERCO
20210601T16Z,45279,ERCO
20210601T15Z,43070,ERCO
20210601T14Z,41268,ERCO
20210601T13Z,39827,ERCO
20210601T12Z,38540,ERCO
20210601T11Z,36051,ERCO
20210601T10Z,34522,ERCO
20210601T09Z,34516,ERCO
20210601T08Z,35321,ERCO
20210601T07Z,36725,ERCO
20210601T06Z,38834,ERCO
20210601T05Z,41254,ERCO
20210601T04Z,44639,ERCO
20210601T03Z,47405,ERCO
20210601T02Z,48334,ERCO
20210601T01Z,49219,ERCO
20210601T00Z,50956,ERCO
20210531T23Z,51914,ERCO
20210531T22Z,51765,ERCO
20210531T21Z,51120,ERCO
20210531T20Z,50144,ERCO
20210531T19Z,48895,ERCO
20210531T18Z,47205,ERCO
20210531T17Z,45429,ERCO
20210531T16Z,42578,ERCO
20210531T15Z,39822,ERCO
20210531T14Z,36687,ERCO
20210531T13Z,34640,ERCO
20210531T12Z,34343,ERCO
20210531T11Z,34170,ERCO
20210531T10Z,33802,ERCO
20210531T09Z,34149,ERCO
20210531T08Z,35009,ERCO
20210531T07Z,36367,ERCO
20210531T06Z,38507,ERCO
20210531T05Z,41179,ERCO
20210531T04Z,43832,ERCO
20210531T03Z,45925,ERCO
20210531T02Z,46500,ERCO
20210531T01Z,47706,ERCO
20210531T00Z,48724,ERCO
20210530T23Z,49192,ERCO
20210530T22Z,48899,ERCO
20210530T21Z,48197,ERCO
20210530T20Z,47329,ERCO
20210530T19Z,46301,ERCO
20210530T18Z,45079,ERCO
20210530T17Z,43160,ERCO
20210530T16Z,40715,ERCO
20210530T15Z,38340,ERCO
20210530T14Z,35875,ERCO
20210530T13Z,33640,ERCO
20210530T12Z,32975,ERCO
20210530T11Z,33494,ERCO
20210530T10Z,33741,ERCO
20210530T09Z,34439,ERCO
20210530T08Z,35581,ERCO
20210530T07Z,37109,ERCO
20210530T06Z,39362,ERCO
20210530T05Z,41425,ERCO
20210530T04Z,44034,ERCO
20210530T03Z,46171,ERCO
20210530T02Z,46459,ERCO
20210530T01Z,47564,ERCO
20210530T00Z,48787,ERCO
20210529T23Z,49481,ERCO
20210529T22Z,49624,ERCO
20210529T21Z,49210,ERCO
20210529T20Z,48397,ERCO
20210529T19Z,47310,ERCO
20210529T18Z,46321,ERCO
20210529T17Z,44775,ERCO
20210529T16Z,42931,ERCO
20210529T15Z,40548,ERCO
20210529T14Z,38149,ERCO
20210529T13Z,35972,ERCO
20210529T12Z,35075,ERCO
20210529T11Z,35121,ERCO
20210529T10Z,35150,ERCO
20210529T09Z,35693,ERCO
20210529T08Z,36760,ERCO
20210529T07Z,38468,ERCO
20210529T06Z,40607,ERCO
20210529T05Z,44130,ERCO
20210529T04Z,47135,ERCO
20210529T03Z,49688,ERCO
20210529T02Z,50959,ERCO
20210529T01Z,53073,ERCO
20210529T00Z,55635,ERCO
20210528T23Z,57009,ERCO
20210528T22Z,57016,ERCO
20210528T21Z,56642,ERCO
20210528T20Z,55453,ERCO
20210528T19Z,53842,ERCO
20210528T18Z,51804,ERCO
20210528T17Z,49910,ERCO
20210528T16Z,47620,ERCO
20210528T15Z,45570,ERCO
20210528T14Z,43954,ERCO
20210528T13Z,42035,ERCO
20210528T12Z,40731,ERCO
20210528T11Z,39000,ERCO
20210528T10Z,38145,ERCO
20210528T09Z,38256,ERCO
20210528T08Z,39375,ERCO
20210528T07Z,41194,ERCO
20210528T06Z,43426,ERCO
20210528T05Z,47014,ERCO
20210528T04Z,50244,ERCO
20210528T03Z,53005,ERCO
20210528T02Z,54435,ERCO
20210528T01Z,56418,ERCO
20210528T00Z,58509,ERCO
20210527T23Z,59841,ERCO
20210527T22Z,59823,ERCO
20210527T21Z,59100,ERCO
20210527T20Z,57956,ERCO
20210527T19Z,56126,ERCO
20210527T18Z,53807,ERCO
20210527T17Z,51268,ERCO
20210527T16Z,48567,ERCO
20210527T15Z,45515,ERCO
20210527T14Z,43216,ERCO
20210527T13Z,41082,ERCO
20210527T12Z,39685,ERCO
20210527T11Z,38088,ERCO
20210527T10Z,37071,ERCO
20210527T09Z,37195,ERCO
20210527T08Z,37977,ERCO
20210527T07Z,39998,ERCO
20210527T06Z,42708,ERCO
20210527T05Z,44625,ERCO
20210527T04Z,48318,ERCO
20210527T03Z,51322,ERCO
20210527T02Z,52813,ERCO
20210527T01Z,54637,ERCO
20210527T00Z,56558,ERCO
20210526T23Z,57451,ERCO
20210526T22Z,57517,ERCO
20210526T21Z,56783,ERCO
20210526T20Z,55750,ERCO
20210526T19Z,54035,ERCO
20210526T18Z,51747,ERCO
20210526T17Z,49516,ERCO
20210526T16Z,47126,ERCO
20210526T15Z,44596,ERCO
20210526T14Z,42497,ERCO
20210526T13Z,40769,ERCO
20210526T12Z,39187,ERCO
20210526T11Z,37500,ERCO
20210526T10Z,36128,ERCO
20210526T09Z,36050,ERCO
20210526T08Z,36867,ERCO
20210526T07Z,38372,ERCO
20210526T06Z,40353,ERCO
20210526T05Z,42319,ERCO
20210526T04Z,45400,ERCO
20210526T03Z,47991,ERCO
20210526T02Z,49184,ERCO
20210526T01Z,50326,ERCO
20210526T00Z,51454,ERCO
20210525T23Z,52564,ERCO
20210525T22Z,52696,ERCO
20210525T21Z,52289,ERCO
20210525T20Z,51482,ERCO
20210525T19Z,50234,ERCO
20210525T18Z,48612,ERCO
20210525T17Z,46871,ERCO
20210525T16Z,44711,ERCO
20210525T15Z,42452,ERCO
20210525T14Z,40616,ERCO
20210525T13Z,39115,ERCO
20210525T12Z,37565,ERCO
20210525T11Z,35462,ERCO
20210525T10Z,34303,ERCO
20210525T09Z,34040,ERCO
20210525T08Z,34805,ERCO
20210525T07Z,35989,ERCO
20210525T06Z,37627,ERCO
20210525T05Z,39324,ERCO
20210525T04Z,42313,ERCO
20210525T03Z,44150,ERCO
20210525T02Z,44503,ERCO
20210525T01Z,44571,ERCO
20210525T00Z,46051,ERCO
20210524T23Z,46726,ERCO
20210524T22Z,46759,ERCO
20210524T21Z,46316,ERCO
20210524T20Z,45866,ERCO
20210524T19Z,45044,ERCO
20210524T18Z,44337,ERCO
20210524T17Z,42974,ERCO
20210524T16Z,41868,ERCO
20210524T15Z,40861,ERCO
20210524T14Z,39915,ERCO
20210524T13Z,38694,ERCO
20210524T12Z,36752,ERCO
20210524T11Z,35157,ERCO
20210524T10Z,33510,ERCO
20210524T09Z,33306,ERCO
20210524T08Z,33709,ERCO
20210524T07Z,34527,ERCO
20210524T06Z,35948,ERCO
20210524T05Z,37673,ERCO
20210524T04Z,40335,ERCO
20210524T03Z,42159,ERCO
20210524T02Z,42214,ERCO
20210524T01Z,41955,ERCO
20210524T00Z,43352,ERCO
20210523T23Z,43914,ERCO
20210523T22Z,43485,ERCO
20210523T21Z,42972,ERCO
20210523T20Z,42917,ERCO
20210523T19Z,42033,ERCO
20210523T18Z,41355,ERCO
20210523T17Z,40214,ERCO
20210523T16Z,38572,ERCO
20210523T15Z,37008,ERCO
20210523T14Z,34823,ERCO
20210523T13Z,33455,ERCO
20210523T12Z,32934,ERCO
20210523T11Z,32482,ERCO
20210523T10Z,32600,ERCO
20210523T09Z,33062,ERCO
20210523T08Z,33844,ERCO
20210523T07Z,35096,ERCO
20210523T06Z,36725,ERCO
20210523T05Z,39649,ERCO
20210523T04Z,42066,ERCO
20210523T03Z,43759,ERCO
20210523T02Z,43828,ERCO
20210523T01Z,43652,ERCO
20210523T00Z,45571,ERCO
20210522T23Z,46462,ERCO
20210522T22Z,46539,ERCO
20210522T21Z,46107,ERCO
20210522T20Z,45607,ERCO
20210522T19Z,44383,ERCO
20210522T18Z,43782,ERCO
20210522T17Z,42732,ERCO
20210522T16Z,41060,ERCO
20210522T15Z,39608,ERCO
20210522T14Z,37651,ERCO
20210522T13Z,36074,ERCO
20210522T12Z,34992,ERCO
20210522T11Z,34319,ERCO
20210522T10Z,34237,ERCO
20210522T09Z,34446,ERCO
20210522T08Z,35497,ERCO
20210522T07Z,36763,ERCO
20210522T06Z,38572,ERCO
20210522T05Z,39960,ERCO
20210522T04Z,42650,ERCO
20210522T03Z,44696,ERCO
20210522T02Z,45424,ERCO
20210522T01Z,45938,ERCO
20210522T00Z,47000,ERCO
20210521T23Z,48575,ERCO
20210521T22Z,49159,ERCO
20210521T21Z,48848,ERCO
20210521T20Z,47906,ERCO
20210521T19Z,47073,ERCO
20210521T18Z,45940,ERCO
20210521T17Z,44807,ERCO
20210521T16Z,43333,ERCO
20210521T15Z,41815,ERCO
20210521T14Z,40226,ERCO
20210521T13Z,39032,ERCO
20210521T12Z,37315,ERCO
20210521T11Z,35213,ERCO
20210521T10Z,33946,ERCO
20210521T09Z,33939,ERCO
20210521T08Z,34716,ERCO
20210521T07Z,36237,ERCO
20210521T06Z,37924,ERCO
20210521T05Z,39551,ERCO
20210521T04Z,42147,ERCO
20210521T03Z,44471,ERCO
20210521T02Z,45167,ERCO
20210521T01Z,45073,ERCO
20210521T00Z,46094,ERCO
20210520T23Z,46947,ERCO
20210520T22Z,46910,ERCO
20210520T21Z,46422,ERCO
20210520T20Z,45820,ERCO
20210520T19Z,44646,ERCO
20210520T18Z,43519,ERCO
20210520T17Z,42278,ERCO
20210520T16Z,40953,ERCO
20210520T15Z,39727,ERCO
20210520T14Z,38351,ERCO
20210520T13Z,37580,ERCO
20210520T12Z,35850,ERCO
20210520T11Z,33457,ERCO
20210520T10Z,32118,ERCO
20210520T09Z,31863,ERCO
20210520T08Z,32479,ERCO
20210520T07Z,33678,ERCO
20210520T06Z,35337,ERCO
20210520T05Z,38125,ERCO
20210520T04Z,40911,ERCO
20210520T03Z,42974,ERCO
20210520T02Z,43754,ERCO
20210520T01Z,43845,ERCO
20210520T00Z,44907,ERCO
20210519T23Z,45742,ERCO
20210519T22Z,46294,ERCO
20210519T21Z,46554,ERCO
20210519T20Z,46493,ERCO
20210519T19Z,45961,ERCO
20210519T18Z,45463,ERCO
20210519T17Z,44608,ERCO
20210519T16Z,43602,ERCO
20210519T15Z,42660,ERCO
20210519T14Z,41464,ERCO
20210519T13Z,40361,ERCO
20210519T12Z,38942,ERCO
20210519T11Z,36708,ERCO
20210519T10Z,35461,ERCO
20210519T09Z,35343,ERCO
20210519T08Z,35750,ERCO
20210519T07Z,36946,ERCO
20210519T06Z,38949,ERCO
20210519T05Z,41015,ERCO
20210519T04Z,43802,ERCO
20210519T03Z,46869,ERCO
20210519T02Z,47622,ERCO
20210519T01Z,48021,ERCO
20210519T00Z,49065,ERCO
20210518T23Z,50045,ERCO
20210518T22Z,50816,ERCO
20210518T21Z,50452,ERCO
20210518T20Z,49797,ERCO
20210518T19Z,49267,ERCO
20210518T18Z,48243,ERCO
20210518T17Z,47268,ERCO
20210518T16Z,45690,ERCO
20210518T15Z,44004,ERCO
20210518T14Z,42362,ERCO
20210518T13Z,41405,ERCO
20210518T12Z,39648,ERCO
20210518T11Z,37372,ERCO
20210518T10Z,36106,ERCO
20210518T09Z,35932,ERCO
20210518T08Z,36547,ERCO
20210518T07Z,37870,ERCO
20210518T06Z,39746,ERCO
20210518T05Z,42579,ERCO
20210518T04Z,45533,ERCO
20210518T03Z,48142,ERCO
20210518T02Z,49262,ERCO
20210518T01Z,49653,ERCO
20210518T00Z,51089,ERCO
20210517T23Z,52082,ERCO
20210517T22Z,52438,ERCO
20210517T21Z,51849,ERCO
20210517T20Z,51021,ERCO
20210517T19Z,49618,ERCO
20210517T18Z,48283,ERCO
20210517T17Z,46573,ERCO
20210517T16Z,44741,ERCO
20210517T15Z,43129,ERCO
20210517T14Z,41259,ERCO
20210517T13Z,39824,ERCO
20210517T12Z,38307,ERCO
20210517T11Z,35889,ERCO
20210517T10Z,34447,ERCO
20210517T09Z,34100,ERCO
20210517T08Z,34482,ERCO
20210517T07Z,35503,ERCO
20210517T06Z,37103,ERCO
20210517T05Z,39605,ERCO
20210517T04Z,42054,ERCO
20210517T03Z,43721,ERCO
20210517T02Z,44224,ERCO
20210517T01Z,43815,ERCO
20210517T00Z,44627,ERCO
20210516T23Z,45105,ERCO
20210516T22Z,44736,ERCO
20210516T21Z,44646,ERCO
20210516T20Z,43959,ERCO
20210516T19Z,43270,ERCO
20210516T18Z,42431,ERCO
20210516T17Z,41167,ERCO
20210516T16Z,39724,ERCO
20210516T15Z,38025,ERCO
20210516T14Z,36087,ERCO
20210516T13Z,34348,ERCO
20210516T12Z,33759,ERCO
20210516T11Z,33456,ERCO
20210516T10Z,33555,ERCO
20210516T09Z,34008,ERCO
20210516T08Z,34959,ERCO
20210516T07Z,36255,ERCO
20210516T06Z,38069,ERCO
20210516T05Z,40234,ERCO
20210516T04Z,42395,ERCO
20210516T03Z,43989,ERCO
20210516T02Z,44727,ERCO
20210516T01Z,45061,ERCO
20210516T00Z,46460,ERCO
20210515T23Z,47196,ERCO
20210515T22Z,47261,ERCO
20210515T21Z,46813,ERCO
20210515T20Z,45774,ERCO
20210515T19Z,44677,ERCO
20210515T18Z,43697,ERCO
20210515T17Z,42155,ERCO
20210515T16Z,40285,ERCO
20210515T15Z,38201,ERCO
20210515T14Z,36057,ERCO
20210515T13Z,34138,ERCO
20210515T12Z,33034,ERCO
20210515T11Z,32490,ERCO
20210515T10Z,32417,ERCO
20210515T09Z,32796,ERCO
20210515T08Z,33645,ERCO
20210515T07Z,35114,ERCO
20210515T06Z,37102,ERCO
20210515T05Z,38477,ERCO
20210515T04Z,40903,ERCO
20210515T03Z,42819,ERCO
20210515T02Z,43555,ERCO
20210515T01Z,43715,ERCO
20210515T00Z,44832,ERCO
20210514T23Z,45822,ERCO
20210514T22Z,45749,ERCO
20210514T21Z,45160,ERCO
20210514T20Z,44255,ERCO
20210514T19Z,43087,ERCO
20210514T18Z,42207,ERCO
20210514T17Z,41552,ERCO
20210514T16Z,40487,ERCO
20210514T15Z,39404,ERCO
20210514T14Z,38230,ERCO
20210514T13Z,36799,ERCO
20210514T12Z,35442,ERCO
20210514T11Z,32909,ERCO
20210514T10Z,31624,ERCO
20210514T09Z,31313,ERCO
20210514T08Z,31681,ERCO
20210514T07Z,32660,ERCO
20210514T06Z,34176,ERCO
20210514T05Z,36258,ERCO
20210514T04Z,39057,ERCO
20210514T03Z,41456,ERCO
20210514T02Z,42395,ERCO
20210514T01Z,42641,ERCO
20210514T00Z,43491,ERCO
20210513T23Z,43932,ERCO
20210513T22Z,43556,ERCO
20210513T21Z,42860,ERCO
20210513T20Z,42168,ERCO
20210513T19Z,41318,ERCO
20210513T18Z,40608,ERCO
20210513T17Z,40109,ERCO
20210513T16Z,39586,ERCO
20210513T15Z,38625,ERCO
20210513T14Z,37607,ERCO
20210513T13Z,36917,ERCO
20210513T12Z,35627,ERCO
20210513T11Z,32865,ERCO
20210513T10Z,31384,ERCO
20210513T09Z,30996,ERCO
20210513T08Z,31237,ERCO
20210513T07Z,32151,ERCO
20210513T06Z,33553,ERCO
20210513T05Z,35860,ERCO
20210513T04Z,38146,ERCO
20210513T03Z,40185,ERCO
20210513T02Z,40699,ERCO
20210513T01Z,40533,ERCO
20210513T00Z,41341,ERCO
20210512T23Z,41670,ERCO
20210512T22Z,42421,ERCO
20210512T21Z,42372,ERCO
20210512T20Z,42034,ERCO
20210512T19Z,42028,ERCO
20210512T18Z,41846,ERCO
20210512T17Z,41291,ERCO
20210512T16Z,40476,ERCO
20210512T15Z,39528,ERCO
20210512T14Z,38795,ERCO
20210512T13Z,38302,ERCO
20210512T12Z,37081,ERCO
20210512T11Z,34946,ERCO
20210512T10Z,33742,ERCO
20210512T09Z,33452,ERCO
20210512T08Z,33823,ERCO
20210512T07Z,35304,ERCO
20210512T06Z,37022,ERCO
20210512T05Z,38067,ERCO
20210512T04Z,40352,ERCO
20210512T03Z,43256,ERCO
20210512T02Z,44284,ERCO
20210512T01Z,44103,ERCO
20210512T00Z,45784,ERCO
20210511T23Z,46848,ERCO
20210511T22Z,47924,ERCO
20210511T21Z,47607,ERCO
20210511T20Z,46852,ERCO
20210511T19Z,46019,ERCO
20210511T18Z,44886,ERCO
20210511T17Z,43762,ERCO
20210511T16Z,42426,ERCO
20210511T15Z,41295,ERCO
20210511T14Z,40026,ERCO
20210511T13Z,39217,ERCO
20210511T12Z,37746,ERCO
20210511T11Z,35431,ERCO
20210511T10Z,34003,ERCO
20210511T09Z,33648,ERCO
20210511T08Z,34292,ERCO
20210511T07Z,35317,ERCO
20210511T06Z,36908,ERCO
20210511T05Z,40274,ERCO
20210511T04Z,43108,ERCO
20210511T03Z,45826,ERCO
20210511T02Z,47004,ERCO
20210511T01Z,47262,ERCO
20210511T00Z,49011,ERCO
20210510T23Z,50011,ERCO
20210510T22Z,50588,ERCO
20210510T21Z,50282,ERCO
20210510T20Z,49680,ERCO
20210510T19Z,48432,ERCO
20210510T18Z,47214,ERCO
20210510T17Z,45864,ERCO
20210510T16Z,44312,ERCO
20210510T15Z,42657,ERCO
20210510T14Z,41338,ERCO
20210510T13Z,39982,ERCO
20210510T12Z,38570,ERCO
20210510T11Z,36262,ERCO
20210510T10Z,34915,ERCO
20210510T09Z,34712,ERCO
20210510T08Z,35324,ERCO
20210510T07Z,36764,ERCO
20210510T06Z,39067,ERCO
20210510T05Z,42749,ERCO
20210510T04Z,46320,ERCO
20210510T03Z,49769,ERCO
20210510T02Z,50752,ERCO
20210510T01Z,52106,ERCO
20210510T00Z,54409,ERCO
20210509T23Z,55465,ERCO
20210509T22Z,54855,ERCO
20210509T21Z,54359,ERCO
20210509T20Z,52952,ERCO
20210509T19Z,50245,ERCO
20210509T18Z,48870,ERCO
20210509T17Z,46130,ERCO
20210509T16Z,43929,ERCO
20210509T15Z,41969,ERCO
20210509T14Z,39212,ERCO
20210509T13Z,36911,ERCO
20210509T12Z,36674,ERCO
20210509T11Z,35805,ERCO
20210509T10Z,36190,ERCO
20210509T09Z,36632,ERCO
20210509T08Z,37256,ERCO
20210509T07Z,38678,ERCO
20210509T06Z,40623,ERCO
20210509T05Z,43404,ERCO
20210509T04Z,46030,ERCO
20210509T03Z,48151,ERCO
20210509T02Z,49468,ERCO
20210509T01Z,50187,ERCO
20210509T00Z,52174,ERCO
20210508T23Z,52992,ERCO
20210508T22Z,52712,ERCO
20210508T21Z,51723,ERCO
20210508T20Z,50243,ERCO
20210508T19Z,48290,ERCO
20210508T18Z,46581,ERCO
20210508T17Z,44196,ERCO
20210508T16Z,41845,ERCO
20210508T15Z,39478,ERCO
20210508T14Z,37097,ERCO
20210508T13Z,34928,ERCO
20210508T12Z,33953,ERCO
20210508T11Z,33076,ERCO
20210508T10Z,33116,ERCO
20210508T09Z,33449,ERCO
20210508T08Z,34425,ERCO
20210508T07Z,36066,ERCO
20210508T06Z,38317,ERCO
20210508T05Z,41017,ERCO
20210508T04Z,43721,ERCO
20210508T03Z,46158,ERCO
20210508T02Z,47511,ERCO
20210508T01Z,48585,ERCO
20210508T00Z,50970,ERCO
20210507T23Z,52300,ERCO
20210507T22Z,52361,ERCO
20210507T21Z,51282,ERCO
20210507T20Z,49720,ERCO
20210507T19Z,47731,ERCO
20210507T18Z,45832,ERCO
20210507T17Z,43808,ERCO
20210507T16Z,41525,ERCO
20210507T15Z,39469,ERCO
20210507T14Z,37816,ERCO
20210507T13Z,36096,ERCO
20210507T12Z,34878,ERCO
20210507T11Z,32870,ERCO
20210507T10Z,31965,ERCO
20210507T09Z,31947,ERCO
20210507T08Z,32800,ERCO
20210507T07Z,34277,ERCO
20210507T06Z,36510,ERCO
