datetime,forecast_demand,plant
20190116T20Z,38424,ERCO
20190116T19Z,39481,ERCO
20190116T18Z,40808,ERCO
20190116T17Z,41689,ERCO
20190116T16Z,42898,ERCO
20190116T15Z,43524,ERCO
20190116T14Z,44690,ERCO
20190116T13Z,43040,ERCO
20190116T12Z,39257,ERCO
20190116T11Z,36623,ERCO
20190116T10Z,35491,ERCO
20190116T09Z,35528,ERCO
20190116T08Z,36275,ERCO
20190116T07Z,36850,ERCO
20190116T06Z,38132,ERCO
20190116T05Z,40191,ERCO
20190116T04Z,42549,ERCO
20190116T03Z,43803,ERCO
20190116T02Z,44105,ERCO
20190116T01Z,43787,ERCO
20190116T00Z,41528,ERCO
20190115T23Z,39568,ERCO
20190115T22Z,39349,ERCO
20190115T21Z,39892,ERCO
20190115T20Z,40888,ERCO
20190115T19Z,42178,ERCO
20190115T18Z,43561,ERCO
20190115T17Z,44995,ERCO
20190115T16Z,46118,ERCO
20190115T15Z,46864,ERCO
20190115T14Z,48038,ERCO
20190115T13Z,46598,ERCO
20190115T12Z,42627,ERCO
20190115T11Z,39938,ERCO
20190115T10Z,38648,ERCO
20190115T09Z,38722,ERCO
20190115T08Z,38586,ERCO
20190115T07Z,39428,ERCO
20190115T06Z,39707,ERCO
20190115T05Z,41867,ERCO
20190115T04Z,44118,ERCO
20190115T03Z,45227,ERCO
20190115T02Z,45433,ERCO
20190115T01Z,44735,ERCO
20190115T00Z,42090,ERCO
20190114T23Z,39909,ERCO
20190114T22Z,39733,ERCO
20190114T21Z,40376,ERCO
20190114T20Z,41339,ERCO
20190114T19Z,42941,ERCO
20190114T18Z,44293,ERCO
20190114T17Z,45930,ERCO
20190114T16Z,47272,ERCO
20190114T15Z,47854,ERCO
20190114T14Z,49055,ERCO
20190114T13Z,47396,ERCO
20190114T12Z,43038,ERCO
20190114T11Z,40632,ERCO
20190114T10Z,39116,ERCO
20190114T09Z,38505,ERCO
20190114T08Z,38141,ERCO
20190114T07Z,38768,ERCO
20190114T06Z,40145,ERCO
20190114T05Z,42118,ERCO
20190114T04Z,43530,ERCO
20190114T03Z,44320,ERCO
20190114T02Z,44096,ERCO
20190114T01Z,43382,ERCO
20190114T00Z,41195,ERCO
20190113T23Z,39705,ERCO
20190113T22Z,39500,ERCO
20190113T21Z,40161,ERCO
20190113T20Z,41285,ERCO
20190113T19Z,42742,ERCO
20190113T18Z,44021,ERCO
20190113T17Z,44637,ERCO
20190113T16Z,44431,ERCO
20190113T15Z,43281,ERCO
20190113T14Z,42199,ERCO
20190113T13Z,40614,ERCO
20190113T12Z,38518,ERCO
20190113T11Z,37136,ERCO
20190113T10Z,36583,ERCO
20190113T09Z,36509,ERCO
20190113T08Z,36567,ERCO
20190113T07Z,36821,ERCO
20190113T06Z,37718,ERCO
20190113T05Z,38387,ERCO
20190113T04Z,38903,ERCO
20190113T03Z,39366,ERCO
20190113T02Z,39592,ERCO
20190113T01Z,39623,ERCO
20190113T00Z,37139,ERCO
20190112T23Z,35912,ERCO
20190112T22Z,35931,ERCO
20190112T21Z,36226,ERCO
20190112T20Z,36433,ERCO
20190112T19Z,37250,ERCO
20190112T18Z,38252,ERCO
20190112T17Z,38331,ERCO
20190112T16Z,37680,ERCO
20190112T15Z,37469,ERCO
20190112T14Z,35616,ERCO
20190112T13Z,33993,ERCO
20190112T12Z,32458,ERCO
20190112T11Z,32072,ERCO
20190112T10Z,31720,ERCO
20190112T09Z,31440,ERCO
20190112T08Z,31715,ERCO
20190112T07Z,32883,ERCO
20190112T06Z,34449,ERCO
20190112T05Z,36264,ERCO
20190112T04Z,37963,ERCO
20190112T03Z,38728,ERCO
20190112T02Z,39747,ERCO
20190112T01Z,40522,ERCO
20190112T00Z,39406,ERCO
20190111T23Z,38589,ERCO
20190111T22Z,38436,ERCO
20190111T21Z,38942,ERCO
20190111T20Z,39122,ERCO
20190111T19Z,39785,ERCO
20190111T18Z,40735,ERCO
20190111T17Z,41313,ERCO
20190111T16Z,41276,ERCO
20190111T15Z,41707,ERCO
20190111T14Z,41717,ERCO
20190111T13Z,40668,ERCO
20190111T12Z,36615,ERCO
20190111T11Z,34385,ERCO
20190111T10Z,33483,ERCO
20190111T09Z,33440,ERCO
20190111T08Z,33745,ERCO
20190111T07Z,34644,ERCO
20190111T06Z,35649,ERCO
20190111T05Z,37709,ERCO
20190111T04Z,39860,ERCO
20190111T03Z,41041,ERCO
20190111T02Z,41659,ERCO
20190111T01Z,41626,ERCO
20190111T00Z,39175,ERCO
20190110T23Z,37420,ERCO
20190110T22Z,37369,ERCO
20190110T21Z,37952,ERCO
20190110T20Z,38890,ERCO
20190110T19Z,39270,ERCO
20190110T18Z,40428,ERCO
20190110T17Z,41458,ERCO
20190110T16Z,41845,ERCO
20190110T15Z,42225,ERCO
20190110T14Z,42843,ERCO
20190110T13Z,41383,ERCO
20190110T12Z,37493,ERCO
20190110T11Z,34891,ERCO
20190110T10Z,33678,ERCO
20190110T09Z,33745,ERCO
20190110T08Z,33948,ERCO
20190110T07Z,34745,ERCO
20190110T06Z,35613,ERCO
20190110T05Z,38093,ERCO
20190110T04Z,40512,ERCO
20190110T03Z,41442,ERCO
20190110T02Z,41922,ERCO
20190110T01Z,41457,ERCO
20190110T00Z,39028,ERCO
20190109T23Z,37525,ERCO
20190109T22Z,37265,ERCO
20190109T21Z,37224,ERCO
20190109T20Z,38064,ERCO
20190109T19Z,38338,ERCO
20190109T18Z,39068,ERCO
20190109T17Z,40165,ERCO
20190109T16Z,40586,ERCO
20190109T15Z,41529,ERCO
20190109T14Z,42281,ERCO
20190109T13Z,40241,ERCO
20190109T12Z,35808,ERCO
20190109T11Z,32831,ERCO
20190109T10Z,31731,ERCO
20190109T09Z,31440,ERCO
20190109T08Z,31640,ERCO
20190109T07Z,32434,ERCO
20190109T06Z,33501,ERCO
20190109T05Z,36048,ERCO
20190109T04Z,38173,ERCO
20190109T03Z,39620,ERCO
20190109T02Z,40053,ERCO
20190109T01Z,40194,ERCO
20190109T00Z,38690,ERCO
20190108T23Z,37784,ERCO
20190108T22Z,37718,ERCO
20190108T21Z,37657,ERCO
20190108T20Z,38012,ERCO
20190108T19Z,37944,ERCO
20190108T18Z,37902,ERCO
20190108T17Z,38128,ERCO
20190108T16Z,38459,ERCO
20190108T15Z,39099,ERCO
20190108T14Z,39676,ERCO
20190108T13Z,37630,ERCO
20190108T12Z,33408,ERCO
20190108T11Z,30753,ERCO
20190108T10Z,29896,ERCO
20190108T09Z,29443,ERCO
20190108T08Z,29709,ERCO
20190108T07Z,30648,ERCO
20190108T06Z,32089,ERCO
20190108T05Z,34750,ERCO
20190108T04Z,37694,ERCO
20190108T03Z,39105,ERCO
20190108T02Z,40272,ERCO
20190108T01Z,40416,ERCO
20190108T00Z,38634,ERCO
20190107T23Z,37806,ERCO
20190107T22Z,37681,ERCO
20190107T21Z,38183,ERCO
20190107T20Z,38223,ERCO
20190107T19Z,38069,ERCO
20190107T18Z,37989,ERCO
20190107T17Z,38120,ERCO
20190107T16Z,37849,ERCO
20190107T15Z,37903,ERCO
20190107T14Z,38118,ERCO
20190107T13Z,36292,ERCO
20190107T12Z,32395,ERCO
20190107T11Z,30232,ERCO
20190107T10Z,29326,ERCO
20190107T09Z,29191,ERCO
20190107T08Z,29489,ERCO
20190107T07Z,30258,ERCO
20190107T06Z,32320,ERCO
20190107T05Z,34415,ERCO
20190107T04Z,35918,ERCO
20190107T03Z,36699,ERCO
20190107T02Z,37383,ERCO
20190107T01Z,37321,ERCO
20190107T00Z,35584,ERCO
20190106T23Z,34372,ERCO
20190106T22Z,34417,ERCO
20190106T21Z,34377,ERCO
20190106T20Z,34923,ERCO
20190106T19Z,35528,ERCO
20190106T18Z,36085,ERCO
20190106T17Z,36899,ERCO
20190106T16Z,37521,ERCO
20190106T15Z,37576,ERCO
20190106T14Z,37132,ERCO
20190106T13Z,35772,ERCO
20190106T12Z,34557,ERCO
20190106T11Z,33654,ERCO
20190106T10Z,33056,ERCO
20190106T09Z,33314,ERCO
20190106T08Z,33384,ERCO
20190106T07Z,33751,ERCO
20190106T06Z,34585,ERCO
20190106T05Z,35551,ERCO
20190106T04Z,36315,ERCO
20190106T03Z,36835,ERCO
20190106T02Z,37162,ERCO
20190106T01Z,37139,ERCO
20190106T00Z,35387,ERCO
20190105T23Z,34205,ERCO
20190105T22Z,34186,ERCO
20190105T21Z,34569,ERCO
20190105T20Z,35586,ERCO
20190105T19Z,36969,ERCO
20190105T18Z,38631,ERCO
20190105T17Z,40329,ERCO
20190105T16Z,41905,ERCO
20190105T15Z,42498,ERCO
20190105T14Z,42411,ERCO
20190105T13Z,40983,ERCO
20190105T12Z,39250,ERCO
20190105T11Z,38112,ERCO
20190105T10Z,37351,ERCO
20190105T09Z,37129,ERCO
20190105T08Z,37227,ERCO
20190105T07Z,37676,ERCO
20190105T06Z,40041,ERCO
20190105T05Z,41686,ERCO
20190105T04Z,43255,ERCO
20190105T03Z,43156,ERCO
20190105T02Z,43896,ERCO
20190105T01Z,44387,ERCO
20190105T00Z,43083,ERCO
20190104T23Z,41489,ERCO
20190104T22Z,41723,ERCO
20190104T21Z,42050,ERCO
20190104T20Z,42946,ERCO
20190104T19Z,44267,ERCO
20190104T18Z,46395,ERCO
20190104T17Z,48178,ERCO
20190104T16Z,49707,ERCO
20190104T15Z,51280,ERCO
20190104T14Z,51460,ERCO
20190104T13Z,49488,ERCO
20190104T12Z,45650,ERCO
20190104T11Z,42436,ERCO
20190104T10Z,41389,ERCO
20190104T09Z,41328,ERCO
20190104T08Z,40624,ERCO
20190104T07Z,41975,ERCO
20190104T06Z,43072,ERCO
20190104T05Z,45092,ERCO
20190104T04Z,47202,ERCO
20190104T03Z,47436,ERCO
20190104T02Z,47960,ERCO
20190104T01Z,48149,ERCO
20190104T00Z,45204,ERCO
20190103T23Z,43600,ERCO
20190103T22Z,43018,ERCO
20190103T21Z,42910,ERCO
20190103T20Z,43420,ERCO
20190103T19Z,45192,ERCO
20190103T18Z,46694,ERCO
20190103T17Z,47946,ERCO
20190103T16Z,48127,ERCO
20190103T15Z,48786,ERCO
20190103T14Z,50036,ERCO
20190103T13Z,47812,ERCO
20190103T12Z,44146,ERCO
20190103T11Z,41593,ERCO
20190103T10Z,39828,ERCO
20190103T09Z,39364,ERCO
20190103T08Z,39561,ERCO
20190103T07Z,41311,ERCO
20190103T06Z,42242,ERCO
20190103T05Z,44543,ERCO
20190103T04Z,46747,ERCO
20190103T03Z,48283,ERCO
20190103T02Z,49604,ERCO
20190103T01Z,50539,ERCO
20190103T00Z,48861,ERCO
20190102T23Z,46996,ERCO
20190102T22Z,46425,ERCO
20190102T21Z,46628,ERCO
20190102T20Z,46996,ERCO
20190102T19Z,47153,ERCO
20190102T18Z,47435,ERCO
20190102T17Z,47163,ERCO
20190102T16Z,46731,ERCO
20190102T15Z,46029,ERCO
20190102T14Z,45484,ERCO
20190102T13Z,43749,ERCO
20190102T12Z,41043,ERCO
20190102T11Z,39009,ERCO
20190102T10Z,38131,ERCO
20190102T09Z,37972,ERCO
20190102T08Z,38160,ERCO
20190102T07Z,38808,ERCO
20190102T06Z,39817,ERCO
20190102T05Z,40616,ERCO
20190102T04Z,42110,ERCO
20190102T03Z,43671,ERCO
20190102T02Z,43474,ERCO
20190102T01Z,43323,ERCO
20190102T00Z,41480,ERCO
20190101T23Z,38415,ERCO
20190101T22Z,37022,ERCO
20190101T21Z,36955,ERCO
20190101T20Z,37602,ERCO
20190101T19Z,40107,ERCO
20190101T18Z,41055,ERCO
20190101T17Z,42094,ERCO
20190101T16Z,42344,ERCO
20190101T15Z,41959,ERCO
20190101T14Z,42051,ERCO
20190101T13Z,41659,ERCO
20190101T12Z,39835,ERCO
20190101T11Z,38537,ERCO
20190101T10Z,37266,ERCO
20190101T09Z,37193,ERCO
20190101T08Z,37315,ERCO
20190101T07Z,36838,ERCO
20190101T06Z,36104,ERCO
20190101T05Z,36435,ERCO
20190101T04Z,37176,ERCO
20190101T03Z,38407,ERCO
20190101T02Z,39159,ERCO
20190101T01Z,39839,ERCO
20190101T00Z,37423,ERCO
20181231T23Z,35834,ERCO
20181231T22Z,35242,ERCO
20181231T21Z,35715,ERCO
20181231T20Z,36003,ERCO
20181231T19Z,36845,ERCO
20181231T18Z,38243,ERCO
20181231T17Z,39383,ERCO
20181231T16Z,39860,ERCO
20181231T15Z,40541,ERCO
20181231T14Z,40260,ERCO
20181231T13Z,39325,ERCO
20181231T12Z,37231,ERCO
20181231T11Z,35682,ERCO
20181231T10Z,35035,ERCO
20181231T09Z,35351,ERCO
20181231T08Z,36003,ERCO
20181231T07Z,36967,ERCO
20181231T06Z,38793,ERCO
20181231T05Z,41291,ERCO
20181231T04Z,43292,ERCO
20181231T03Z,44081,ERCO
20181231T02Z,43982,ERCO
20181231T01Z,43701,ERCO
20181231T00Z,42230,ERCO
20181230T23Z,39945,ERCO
20181230T22Z,39612,ERCO
20181230T21Z,39565,ERCO
20181230T20Z,40913,ERCO
20181230T19Z,42081,ERCO
20181230T18Z,42784,ERCO
20181230T17Z,43535,ERCO
20181230T16Z,43726,ERCO
20181230T15Z,43059,ERCO
20181230T14Z,41774,ERCO
20181230T13Z,40313,ERCO
20181230T12Z,39704,ERCO
20181230T11Z,38919,ERCO
20181230T10Z,38803,ERCO
20181230T09Z,38764,ERCO
20181230T08Z,39469,ERCO
20181230T07Z,40426,ERCO
20181230T06Z,41353,ERCO
20181230T05Z,42515,ERCO
20181230T04Z,43885,ERCO
20181230T03Z,44394,ERCO
20181230T02Z,44372,ERCO
20181230T01Z,43620,ERCO
20181230T00Z,43009,ERCO
20181229T23Z,40179,ERCO
20181229T22Z,40032,ERCO
20181229T21Z,39840,ERCO
20181229T20Z,41317,ERCO
20181229T19Z,42649,ERCO
20181229T18Z,43413,ERCO
20181229T17Z,44502,ERCO
20181229T16Z,44389,ERCO
20181229T15Z,43686,ERCO
20181229T14Z,42229,ERCO
20181229T13Z,40280,ERCO
20181229T12Z,38997,ERCO
20181229T11Z,37660,ERCO
20181229T10Z,37369,ERCO
20181229T09Z,37162,ERCO
20181229T08Z,37408,ERCO
20181229T07Z,38022,ERCO
20181229T06Z,38631,ERCO
20181229T05Z,39172,ERCO
20181229T04Z,39946,ERCO
20181229T03Z,40611,ERCO
20181229T02Z,40615,ERCO
20181229T01Z,39927,ERCO
20181229T00Z,38738,ERCO
20181228T23Z,36852,ERCO
20181228T22Z,36115,ERCO
20181228T21Z,36597,ERCO
20181228T20Z,37143,ERCO
20181228T19Z,38370,ERCO
20181228T18Z,39676,ERCO
20181228T17Z,40560,ERCO
20181228T16Z,41260,ERCO
20181228T15Z,42240,ERCO
20181228T14Z,41908,ERCO
20181228T13Z,40404,ERCO
20181228T12Z,37466,ERCO
20181228T11Z,35013,ERCO
20181228T10Z,34247,ERCO
20181228T09Z,33939,ERCO
20181228T08Z,34402,ERCO
20181228T07Z,34769,ERCO
20181228T06Z,34647,ERCO
20181228T05Z,36406,ERCO
20181228T04Z,37837,ERCO
20181228T03Z,39120,ERCO
20181228T02Z,39859,ERCO
20181228T01Z,39109,ERCO
20181228T00Z,37667,ERCO
20181227T23Z,36472,ERCO
20181227T22Z,36319,ERCO
20181227T21Z,36577,ERCO
20181227T20Z,36576,ERCO
20181227T19Z,36431,ERCO
20181227T18Z,36862,ERCO
20181227T17Z,36489,ERCO
20181227T16Z,35907,ERCO
20181227T15Z,36056,ERCO
20181227T14Z,35755,ERCO
20181227T13Z,34543,ERCO
20181227T12Z,32160,ERCO
20181227T11Z,30189,ERCO
20181227T10Z,29757,ERCO
20181227T09Z,30221,ERCO
20181227T08Z,31190,ERCO
20181227T07Z,32092,ERCO
20181227T06Z,31899,ERCO
20181227T05Z,34379,ERCO
20181227T04Z,36400,ERCO
20181227T03Z,37948,ERCO
20181227T02Z,38880,ERCO
20181227T01Z,39563,ERCO
20181227T00Z,38172,ERCO
20181226T23Z,36900,ERCO
20181226T22Z,36897,ERCO
20181226T21Z,36875,ERCO
20181226T20Z,37062,ERCO
20181226T19Z,37210,ERCO
20181226T18Z,37388,ERCO
20181226T17Z,37168,ERCO
20181226T16Z,36740,ERCO
20181226T15Z,35538,ERCO
20181226T14Z,34628,ERCO
20181226T13Z,33151,ERCO
20181226T12Z,31023,ERCO
20181226T11Z,29608,ERCO
20181226T10Z,29218,ERCO
20181226T09Z,29591,ERCO
20181226T08Z,30327,ERCO
20181226T07Z,31607,ERCO
20181226T06Z,32124,ERCO
20181226T05Z,33893,ERCO
20181226T04Z,35234,ERCO
20181226T03Z,36154,ERCO
20181226T02Z,36749,ERCO
20181226T01Z,37027,ERCO
20181226T00Z,35517,ERCO
20181225T23Z,33920,ERCO
20181225T22Z,33581,ERCO
20181225T21Z,33492,ERCO
20181225T20Z,33679,ERCO
20181225T19Z,33862,ERCO
20181225T18Z,34116,ERCO
20181225T17Z,34166,ERCO
20181225T16Z,33937,ERCO
20181225T15Z,33250,ERCO
20181225T14Z,33097,ERCO
20181225T13Z,32208,ERCO
20181225T12Z,31112,ERCO
20181225T11Z,30671,ERCO
20181225T10Z,30520,ERCO
20181225T09Z,30770,ERCO
20181225T08Z,31509,ERCO
20181225T07Z,32361,ERCO
20181225T06Z,33666,ERCO
20181225T05Z,35249,ERCO
20181225T04Z,36315,ERCO
20181225T03Z,36947,ERCO
20181225T02Z,37460,ERCO
20181225T01Z,37591,ERCO
20181225T00Z,35627,ERCO
20181224T23Z,34083,ERCO
20181224T22Z,34012,ERCO
20181224T21Z,34661,ERCO
20181224T20Z,35847,ERCO
20181224T19Z,37255,ERCO
20181224T18Z,39072,ERCO
20181224T17Z,40852,ERCO
20181224T16Z,41667,ERCO
20181224T15Z,41007,ERCO
20181224T14Z,40905,ERCO
20181224T13Z,39541,ERCO
20181224T12Z,37917,ERCO
20181224T11Z,36839,ERCO
20181224T10Z,36189,ERCO
20181224T09Z,36187,ERCO
20181224T08Z,36753,ERCO
20181224T07Z,37447,ERCO
20181224T06Z,37543,ERCO
20181224T05Z,39248,ERCO
20181224T04Z,40413,ERCO
20181224T03Z,40550,ERCO
20181224T02Z,40569,ERCO
20181224T01Z,40041,ERCO
20181224T00Z,37656,ERCO
20181223T23Z,35518,ERCO
20181223T22Z,35048,ERCO
20181223T21Z,35129,ERCO
20181223T20Z,35562,ERCO
20181223T19Z,36201,ERCO
20181223T18Z,37073,ERCO
20181223T17Z,38115,ERCO
20181223T16Z,38163,ERCO
20181223T15Z,37647,ERCO
20181223T14Z,37216,ERCO
20181223T13Z,35869,ERCO
20181223T12Z,34311,ERCO
20181223T11Z,33280,ERCO
20181223T10Z,32833,ERCO
20181223T09Z,32880,ERCO
20181223T08Z,33235,ERCO
20181223T07Z,33803,ERCO
20181223T06Z,34217,ERCO
20181223T05Z,35682,ERCO
20181223T04Z,36749,ERCO
20181223T03Z,37711,ERCO
20181223T02Z,38126,ERCO
20181223T01Z,37981,ERCO
20181223T00Z,36710,ERCO
20181222T23Z,35348,ERCO
20181222T22Z,35145,ERCO
20181222T21Z,35187,ERCO
20181222T20Z,35799,ERCO
20181222T19Z,36378,ERCO
20181222T18Z,37243,ERCO
20181222T17Z,38157,ERCO
20181222T16Z,38675,ERCO
20181222T15Z,39057,ERCO
20181222T14Z,38305,ERCO
20181222T13Z,36733,ERCO
20181222T12Z,35122,ERCO
20181222T11Z,34268,ERCO
20181222T10Z,33727,ERCO
20181222T09Z,34127,ERCO
20181222T08Z,34523,ERCO
20181222T07Z,35425,ERCO
20181222T06Z,36914,ERCO
20181222T05Z,38576,ERCO
20181222T04Z,39305,ERCO
20181222T03Z,39183,ERCO
20181222T02Z,39591,ERCO
20181222T01Z,40192,ERCO
20181222T00Z,38292,ERCO
20181221T23Z,36436,ERCO
20181221T22Z,35987,ERCO
20181221T21Z,36633,ERCO
20181221T20Z,37500,ERCO
20181221T19Z,38227,ERCO
20181221T18Z,39846,ERCO
20181221T17Z,41790,ERCO
20181221T16Z,43432,ERCO
20181221T15Z,43984,ERCO
20181221T14Z,44871,ERCO
20181221T13Z,42773,ERCO
20181221T12Z,39157,ERCO
20181221T11Z,36491,ERCO
20181221T10Z,35299,ERCO
20181221T09Z,34945,ERCO
20181221T08Z,34814,ERCO
20181221T07Z,35497,ERCO
20181221T06Z,37385,ERCO
20181221T05Z,39545,ERCO
20181221T04Z,41807,ERCO
20181221T03Z,42715,ERCO
20181221T02Z,42615,ERCO
20181221T01Z,42464,ERCO
20181221T00Z,40653,ERCO
20181220T23Z,38422,ERCO
20181220T22Z,37752,ERCO
20181220T21Z,37878,ERCO
20181220T20Z,38266,ERCO
20181220T19Z,38608,ERCO
20181220T18Z,39394,ERCO
20181220T17Z,40366,ERCO
20181220T16Z,40760,ERCO
20181220T15Z,41052,ERCO
20181220T14Z,41934,ERCO
20181220T13Z,40457,ERCO
20181220T12Z,36741,ERCO
20181220T11Z,34128,ERCO
20181220T10Z,33058,ERCO
20181220T09Z,32729,ERCO
20181220T08Z,32896,ERCO
20181220T07Z,33317,ERCO
20181220T06Z,34269,ERCO
20181220T05Z,36420,ERCO
20181220T04Z,38840,ERCO
20181220T03Z,39995,ERCO
20181220T02Z,40550,ERCO
20181220T01Z,40992,ERCO
20181220T00Z,39489,ERCO
20181219T23Z,37539,ERCO
20181219T22Z,37057,ERCO
20181219T21Z,37180,ERCO
20181219T20Z,37350,ERCO
20181219T19Z,37616,ERCO
20181219T18Z,38239,ERCO
20181219T17Z,38829,ERCO
20181219T16Z,39247,ERCO
20181219T15Z,39797,ERCO
20181219T14Z,40701,ERCO
20181219T13Z,39343,ERCO
20181219T12Z,35955,ERCO
20181219T11Z,33721,ERCO
20181219T10Z,33023,ERCO
20181219T09Z,32980,ERCO
20181219T08Z,33233,ERCO
20181219T07Z,33973,ERCO
20181219T06Z,34980,ERCO
20181219T05Z,37216,ERCO
20181219T04Z,39401,ERCO
20181219T03Z,40507,ERCO
20181219T02Z,40876,ERCO
20181219T01Z,41114,ERCO
20181219T00Z,39448,ERCO
20181218T23Z,37369,ERCO
20181218T22Z,36858,ERCO
20181218T21Z,37082,ERCO
20181218T20Z,37620,ERCO
20181218T19Z,38239,ERCO
20181218T18Z,39343,ERCO
20181218T17Z,40400,ERCO
20181218T16Z,41349,ERCO
20181218T15Z,42305,ERCO
20181218T14Z,43230,ERCO
20181218T13Z,41852,ERCO
20181218T12Z,38050,ERCO
20181218T11Z,35465,ERCO
20181218T10Z,34412,ERCO
20181218T09Z,34086,ERCO
20181218T08Z,34343,ERCO
20181218T07Z,34998,ERCO
20181218T06Z,37156,ERCO
20181218T05Z,39345,ERCO
20181218T04Z,41210,ERCO
20181218T03Z,41900,ERCO
20181218T02Z,41898,ERCO
20181218T01Z,42085,ERCO
20181218T00Z,40496,ERCO
20181217T23Z,38575,ERCO
20181217T22Z,37929,ERCO
20181217T21Z,37955,ERCO
20181217T20Z,38118,ERCO
20181217T19Z,38846,ERCO
20181217T18Z,40007,ERCO
20181217T17Z,40671,ERCO
20181217T16Z,42000,ERCO
20181217T15Z,43552,ERCO
20181217T14Z,45059,ERCO
20181217T13Z,43658,ERCO
20181217T12Z,39655,ERCO
20181217T11Z,37050,ERCO
20181217T10Z,35809,ERCO
20181217T09Z,35230,ERCO
20181217T08Z,35251,ERCO
20181217T07Z,35766,ERCO
20181217T06Z,36908,ERCO
20181217T05Z,38700,ERCO
20181217T04Z,40316,ERCO
20181217T03Z,40888,ERCO
20181217T02Z,40772,ERCO
20181217T01Z,40272,ERCO
20181217T00Z,38375,ERCO
20181216T23Z,36363,ERCO
20181216T22Z,35868,ERCO
20181216T21Z,35776,ERCO
20181216T20Z,36288,ERCO
20181216T19Z,37510,ERCO
20181216T18Z,39109,ERCO
20181216T17Z,40230,ERCO
20181216T16Z,41737,ERCO
20181216T15Z,42099,ERCO
20181216T14Z,41735,ERCO
20181216T13Z,40770,ERCO
20181216T12Z,39139,ERCO
20181216T11Z,37952,ERCO
20181216T10Z,37424,ERCO
20181216T09Z,37206,ERCO
20181216T08Z,37479,ERCO
20181216T07Z,37792,ERCO
20181216T06Z,37702,ERCO
20181216T05Z,38977,ERCO
20181216T04Z,40002,ERCO
20181216T03Z,40204,ERCO
20181216T02Z,39975,ERCO
20181216T01Z,39454,ERCO
20181216T00Z,37284,ERCO
20181215T23Z,35611,ERCO
20181215T22Z,35461,ERCO
20181215T21Z,35925,ERCO
20181215T20Z,36871,ERCO
20181215T19Z,38041,ERCO
20181215T18Z,39837,ERCO
20181215T17Z,41823,ERCO
20181215T16Z,43244,ERCO
20181215T15Z,43741,ERCO
20181215T14Z,43093,ERCO
20181215T13Z,41019,ERCO
20181215T12Z,39469,ERCO
20181215T11Z,37739,ERCO
20181215T10Z,37319,ERCO
20181215T09Z,37490,ERCO
20181215T08Z,37567,ERCO
20181215T07Z,38621,ERCO
20181215T06Z,40421,ERCO
20181215T05Z,42266,ERCO
20181215T04Z,43888,ERCO
20181215T03Z,44862,ERCO
20181215T02Z,45372,ERCO
20181215T01Z,45673,ERCO
20181215T00Z,44511,ERCO
20181214T23Z,42393,ERCO
20181214T22Z,41911,ERCO
20181214T21Z,42236,ERCO
20181214T20Z,42801,ERCO
20181214T19Z,43628,ERCO
20181214T18Z,44288,ERCO
20181214T17Z,44971,ERCO
20181214T16Z,45368,ERCO
20181214T15Z,45492,ERCO
20181214T14Z,45777,ERCO
20181214T13Z,44308,ERCO
20181214T12Z,39993,ERCO
20181214T11Z,37243,ERCO
20181214T10Z,36010,ERCO
20181214T09Z,35629,ERCO
20181214T08Z,35674,ERCO
20181214T07Z,36238,ERCO
20181214T06Z,39275,ERCO
20181214T05Z,41640,ERCO
20181214T04Z,43300,ERCO
20181214T03Z,44297,ERCO
20181214T02Z,44078,ERCO
20181214T01Z,43883,ERCO
20181214T00Z,42460,ERCO
20181213T23Z,40058,ERCO
20181213T22Z,39229,ERCO
20181213T21Z,39285,ERCO
20181213T20Z,39022,ERCO
20181213T19Z,39207,ERCO
20181213T18Z,39120,ERCO
20181213T17Z,39246,ERCO
20181213T16Z,38997,ERCO
20181213T15Z,39146,ERCO
20181213T14Z,39179,ERCO
20181213T13Z,37860,ERCO
20181213T12Z,34084,ERCO
20181213T11Z,31947,ERCO
20181213T10Z,30961,ERCO
20181213T09Z,30969,ERCO
20181213T08Z,31765,ERCO
20181213T07Z,32757,ERCO
20181213T06Z,34249,ERCO
20181213T05Z,36685,ERCO
20181213T04Z,38657,ERCO
20181213T03Z,40211,ERCO
20181213T02Z,40972,ERCO
20181213T01Z,41538,ERCO
20181213T00Z,40077,ERCO
20181212T23Z,38437,ERCO
20181212T22Z,38515,ERCO
20181212T21Z,37994,ERCO
20181212T20Z,38279,ERCO
20181212T19Z,38764,ERCO
20181212T18Z,39264,ERCO
20181212T17Z,39413,ERCO
20181212T16Z,39963,ERCO
20181212T15Z,40569,ERCO
20181212T14Z,41197,ERCO
20181212T13Z,40043,ERCO
20181212T12Z,36534,ERCO
20181212T11Z,34307,ERCO
20181212T10Z,33604,ERCO
20181212T09Z,33509,ERCO
20181212T08Z,34001,ERCO
20181212T07Z,35234,ERCO
20181212T06Z,36461,ERCO
20181212T05Z,38703,ERCO
20181212T04Z,40999,ERCO
20181212T03Z,41918,ERCO
20181212T02Z,42172,ERCO
20181212T01Z,42137,ERCO
20181212T00Z,40703,ERCO
20181211T23Z,38443,ERCO
20181211T22Z,38282,ERCO
20181211T21Z,38017,ERCO
20181211T20Z,38853,ERCO
20181211T19Z,39549,ERCO
20181211T18Z,40914,ERCO
20181211T17Z,42872,ERCO
20181211T16Z,44579,ERCO
20181211T15Z,46653,ERCO
20181211T14Z,48756,ERCO
20181211T13Z,47588,ERCO
20181211T12Z,43031,ERCO
20181211T11Z,40077,ERCO
